SQ1174	SQ1670	SQ2557	SQ2572	SQ2921	SQ3197	SQ3529	SQ3624	SQ4172	SQ4389	SQ5897	SQ6147	SQ7324	SQ10	SQ13	SQ14	SQ20	SQ4	SQ5	SQ6	SQ8
240.38	180.09	125.58	221.11	167.52	127.75	161.85	227.32	94.23	181.16	59.19	56.48	263.29	96.26	171.8	147.15	74.41	196.2	252.27	81.11	139.49
11.39	-47.1	-7.45	7.21	-9.09	-6.75	-32.93	18.44	91.78	-23.25	12.36	4.2	57.04	-10.52	-8.62	-18.43	-60.64	-26.29	-27.18	-57.79	-7.15
14.55	-1.41	22.4	21.37	19.47	14.6	53.94	31.73	38.7	27.82	9.34	22.49	31.65	44.48	18.71	12.17	13.22	22.61	10.87	7.32	19.71
421.74	220.81	299.07	593.81	221.05	276.52	257.79	236.1	224.21	192.42	299.5	144.67	398.73	114.06	190.71	244.17	174.92	412.08	177.41	142.87	158.73
344.21	150	279.18	167.79	165.73	156.33	268.23	271.33	180.83	186.46	149.39	264.77	140.27	162.63	289.7	259.76	81.72	252.95	198.33	247.04	208.8
228.83	148.5	224.66	96.71	185.36	82.26	153.1	152.7	146.5	88.85	81.89	200.7	67.55	56.61	172.52	34.62	110.33	122.43	59.28	65.35	45.88
1.93	2.33	18.57	19.13	-3.74	9.26	16	18.44	24.82	32.41	13.11	26.84	8.88	49.33	5.04	34.03	13.89	17.57	-3.97	-0.89	16.88
433.26	214.77	452.91	499.87	187.14	499	198.54	95.19	42.79	241.56	455.77	242.81	136.76	1093.2	231.6	239.81	326.21	307.24	259.54	603.25	207.36
340.01	182.35	430.74	427.56	108.66	524.7	168.22	76.35	42.79	156.04	315.74	212.1	68.43	864	174.7	215.66	275.17	272.98	322.12	491.17	118.16
793.23	238.19	355.99	125.11	423.24	146.5	267.42	349.66	234.86	220.28	209.61	114.08	240.39	161.01	266.84	396.99	99.68	191.06	484.64	223.64	437.28
379.84	185.36	337.48	74.31	212.12	126.85	243.34	261.71	180.02	161.32	35.77	72.18	117.48	66.32	80.63	247.28	146.94	107.9	271.47	21.21	192.31
2456.54	1666.97	1354.02	2005.41	1189.77	1465.87	1733.46	1440.24	1456.75	1557.28	1271.98	1535.19	1472.75	2178.67	1691.16	1401.66	1685.88	1655.82	1463.51	2035.99	1903.78
205.74	162.78	235.68	131.1	189.82	179.59	198.54	220.15	211.11	259.55	136.47	132.43	141.14	162.63	134.81	200.26	96.35	183.73	146.12	124.59	190.16
509.65	350.81	365.67	283.71	379.3	355.07	352.95	475.32	433.48	494.88	291.77	315.81	339.26	321.4	324.53	487.56	241.69	420.47	328.15	248.3	435.78
272.9	223.07	276.8	211.33	174.65	226.18	233.73	268.12	275.05	270.23	190.51	192.82	163.95	198.26	216.24	291.17	132.29	205.74	205.54	157.37	228.2
2807.67	374.6	1091.67	3689.65	3107.38	1964.47	3035.9	1205.61	3304.11	449.04	626.83	1662.11	2984.6	657.49	824.53	227.4	565.12	2215.62	265.5	253.37	2528.76
1601.5	190.63	692.8	2343.4	1717.23	1222.65	1680.28	655.96	1832.37	303.01	332.01	821.21	1765.2	314.92	455.38	-17.26	252.39	1142.91	82.56	117.66	1381.74
-18.05	-3.66	-8.21	-23.33	-15.34	-30.75	-79.43	-28.35	0.32	-66.41	-47.24	-35.85	-0.75	-47.71	-55.37	-28.99	-63.3	-49.97	-1.39	-37.54	-35.42
43.98	60.74	77.7	44.47	71.21	193.02	61.06	122.72	59.93	44.21	105.37	98.36	39.53	139.96	60.45	123.58	58.45	50.73	65.74	82.37	42.34
61.85	145.49	208.95	90.74	230.86	390.43	140.37	252.89	110.56	97.39	237.93	145.55	112.22	276.84	131.91	225.55	162.92	78.92	171.53	197.11	106.09
305.41	371.53	311.84	289.76	380.19	210.94	310.1	496.12	318.61	250.22	505.02	586.25	419.21	425.94	714.94	509.77	305.36	342.47	283.42	577.69	521.38
669.42	741.74	777.68	352.73	627.01	660.64	558.66	797.63	995.47	506.55	332.01	282.36	775.19	357.06	472.93	877.25	177.59	725.05	579.99	113.87	589.32
286.54	299.65	418.47	349.68	286.24	299.94	399.26	353.73	213.57	187.78	213.43	270.92	210.48	232.28	315.61	288.64	302.68	255.17	299.39	301.55	261.39
480.36	292.04	152.74	248.98	579.95	355.07	165.83	236.1	451.75	212.31	371.7	290.27	608.84	149.68	77.75	167.82	608.67	112.26	565.71	146.02	476.47
651.69	2134.82	1123.58	1591.46	1792.48	1108.01	1162.64	1307.16	1276.04	1503.23	922.02	1376.13	1105.12	681.74	1762.35	1036.13	1639.4	720.99	1771.14	1162.91	2084.06
799.46	513.66	712.79	1389	732.41	1045.25	647.86	454.6	2140.46	402.1	1110.21	469.66	1974.66	557.17	266.84	673.78	202.27	569.96	889.87	130.89	475.71
77.61	122.22	120.16	188.05	222.83	152.76	100.67	135.33	79.53	18.65	125.08	47.76	11.51	-23.46	151.47	54.78	152.26	78.19	213.42	224.27	35.97
-11.74	0.83	11.68	34.78	8.76	35.95	1.79	6.73	-4.58	18.65	11.6	39.05	30.78	63.89	8.64	10.99	-18.71	16.85	12.8	-11.62	-6.44
42.93	36.78	49.25	57.9	61.4	54.65	45.24	39.54	76.26	44.21	28.21	54.74	71.05	50.14	49.65	33.44	77.07	39.91	39.26	67.24	-9.98
2.98	-2.16	9.38	7.95	6.97	15.49	5.73	9.08	86.06	23.24	7.07	14.65	22.89	25.87	15.83	20.43	12.56	12.53	3.77	5.43	-17.75
29.26	47.26	19.34	48.95	44.45	31.5	63.43	43.46	33.8	41.59	28.97	52.12	13.26	54.99	31.66	50.63	47.14	57.23	62.51	86.78	42.34
20.85	0.08	76.93	43.73	40.88	59.1	34.96	32.51	63.2	63.23	47.1	54.74	65.8	69.56	17.27	110.94	37.17	56.51	33.45	35.09	50.12
259.26	289	234.89	260.29	169.3	210.94	215.32	236.9	121.99	200.37	879.1	336.08	388.06	124.59	354.33	697.97	403.85	210.16	262.19	195.85	420.07
154.3	322.52	105.47	310.96	213.02	143.82	169.02	228.12	116.27	103.97	141.79	210.35	76.31	128.63	288.96	135.05	285.23	142.08	266.83	269.83	155.87
69.21	241.22	250.67	323.1	130.95	192.12	210.52	209.79	41.15	251.55	54.66	56.48	-22.65	437.28	288.22	46.47	178.25	118.07	150.67	15.53	52.24
448.96	519.17	291.1	378.62	604.37	644.83	269.83	358.61	567.14	246.89	581.33	678.36	917.99	596.02	405.37	743.25	436.43	527.67	1301.09	442.13	595.55
49.24	37.53	78.47	46.71	34.63	44.85	104.63	106.98	57.48	69.14	91.73	74.8	107.84	132.68	56.13	103.13	35.17	102.1	47.01	55.26	128.82
223.59	285.96	267.28	301.87	267.47	150.97	455.62	280.97	241.42	276.91	69.78	217.36	426.35	61.47	331.96	583.51	271.82	153.02	243.03	27.52	816.81
269.75	147.75	327.05	212.09	229.08	229.77	203.33	262.51	188.2	260.22	240.23	220.87	200.82	377.32	236	298.12	258.42	321.46	252.93	233.75	163.01
488.73	241.22	212.09	180.54	217.48	176.01	233.73	237.7	196.38	316.42	159.28	156.92	170.96	166.68	194.35	733.14	196.26	191.06	291.4	256.53	291.13
108.08	96.71	172.2	124.36	144.33	189.43	187.36	132.18	185.74	148.78	91.73	114.96	188.52	321.4	73.42	92.95	87.71	198.4	144.82	379.91	96.87
284.44	208.73	162.85	621.96	376.61	418.62	171.41	352.1	301.34	533.4	360.78	571.98	741.16	348.14	214.78	240.44	241.69	353	323.46	568.54	376.95
756.87	2035.67	1008.92	1042.75	1182.32	1365.53	894.51	701.64	1079.45	526.51	1000.1	841.04	925.46	538.54	1639.05	863.78	1125.37	713.69	1541.79	240.08	759.53
238.28	313.36	364.86	313.99	274.62	296.34	293.97	397.8	184.92	239.57	275.58	299.96	232.47	389.47	281.58	317.14	368.67	229.31	274.78	353.09	208.8
414.41	802.1	374.56	593.81	557.36	344.21	542.09	715.5	307.1	400.07	729.79	582.68	325.98	461.59	403.1	702.98	519.05	469.54	662.57	1050.55	572.22
117.54	51.76	243.56	51.19	76.56	79.59	212.92	204.23	81.16	251.55	69.02	72.18	130.62	70.37	73.42	99.54	46.48	242.6	103.27	14.26	190.88
37.67	9.07	11.68	10.19	20.36	30.61	20.74	34.85	27.27	83.59	19.91	50.38	-19.14	54.99	5.04	17.48	51.13	39.19	8.29	96.23	62.15
101.78	59.99	121.71	118.38	67.64	27.94	102.25	154.28	46.87	69.8	44.08	130.68	34.28	88.17	113.83	136.86	18.55	81.81	31.52	193.32	206.64
927.88	2129.86	1348.2	1298.73	1123.68	1522.08	1324.05	1056.49	1194.43	1069.53	812.79	747.44	940.41	714.86	1345.53	1665.47	1741.09	1008.65	1908.87	818.46	772.55
218.34	271.53	316.64	258.03	219.26	310.77	272.25	223.34	176.75	204.35	52.39	66.07	332.18	261.44	258.01	256.64	154.26	193.26	178.71	229.33	170.14
-9.64	-11.9	10.15	-12.16	-16.23	1.26	-9.26	-14.32	-15.2	-8.19	-5	-0.16	-10.38	26.68	-17.25	-27.82	-19.37	-4.01	-14.93	-19.84	-26.94
74.46	52.5	91.57	54.17	46.23	46.63	88.77	72.43	50.95	105.95	86.43	96.62	49.16	103.54	36.7	64.3	-2.07	110.08	27.64	231.23	62.15
169	295.84	241.98	356.53	330.94	262.12	372.42	343.98	223.39	240.9	537.83	292.03	230.71	305.19	459.95	319.05	283.21	166.9	267.49	503.47	350.38
291.78	232.9	404.6	275.4	238.01	292.73	236.13	289.01	209.47	244.23	319.61	277.08	210.48	439.71	417.45	333.08	210.28	252.95	292.73	346.08	221.73
97.58	74.23	100.06	28.82	65.86	43.07	67.39	103.05	104.84	46.18	48.61	71.31	71.93	255.77	35.98	91.15	-3.4	62.29	78.67	204.06	73.48
93.37	119.97	276.8	159.55	184.47	123.28	248.96	147.17	274.23	220.95	214.96	142.92	202.58	192.59	116	236.09	83.05	135.53	101.33	181.96	208.08
861.68	405.42	291.1	588.35	482.55	266.62	445.8	396.98	237.32	366.91	470.82	1009.97	297.7	477.8	664.61	551.9	433.03	1197.02	1112.77	1025.37	596.33
440.59	344.69	202.68	238.43	346.16	92.06	225.72	266.52	180.83	211.65	109.16	125.44	227.19	152.11	105.89	351.67	138.28	76.75	387.58	262.86	272.98
77.61	85.47	95.43	32.55	65.86	129.53	92.74	84.98	99.12	12.1	7.83	35.56	42.16	43.67	53.25	18.66	-12.05	107.18	91.62	-14.78	-6.44
111.23	30.04	131	40.75	53.37	95.63	90.36	99.9	125.26	131.63	66	92.25	57.92	85.74	55.41	144.12	55.12	136.25	121.43	126.48	116.74
323.24	277.6	470.22	614.13	330.05	323.41	266.62	375.72	475.06	284.26	614.6	538.12	385.4	383.8	232.34	356.17	271.15	305	284.75	397.83	288.95
25.06	6.82	16.27	0.5	-3.74	8.37	14.42	9.08	8.49	29.79	6.32	18.13	11.51	27.49	16.55	23.98	19.88	14.69	5.06	106.31	9.82
65	38.27	45.41	86.26	91.72	39.51	93.53	31.73	35.44	50.77	94.76	69.56	29.02	118.11	74.14	97.14	39.83	123.89	91.62	96.86	133.09
-10.69	-12.65	-12.8	2.74	-8.2	-1.41	3.36	12.2	11.76	11.45	-0.47	2.46	-18.27	37.2	-17.25	17.48	-19.37	-7.61	-7.84	4.8	-32.59
58.7	21.05	795.38	170.79	1324.37	1691.15	308.48	1403.98	289.83	303.01	23.68	10.29	99.08	316.54	53.97	1070.51	283.88	-2.57	-31.7	120.81	513.74
206.79	301.93	173.76	211.33	367.65	389.53	343.23	317.24	502.59	82.93	515.4	196.32	620.64	213.65	145.67	221.83	285.9	97.75	613.08	113.24	219.57
2692.71	2565.99	1400.7	1619.48	2059.5	1311.59	2625.22	1950.91	899.26	1993.29	1292.91	1950.94	1903.91	1285.42	1565.12	2346.38	3068.55	1519.31	1934.17	1614.28	1537.95
27.16	71.98	106.24	19.13	33.74	45.74	76.1	139.28	161.21	100.02	10.85	76.54	62.3	30.73	31.66	132.63	106.33	92.67	48.3	-14.15	141.63
49.24	5.33	22.4	13.17	-1.95	14.6	17.58	30.94	27.27	23.89	7.07	32.07	6.26	21.83	15.83	36.4	2.58	22.61	14.74	5.43	6.99
111.23	89.22	220.73	93.72	69.42	169.74	203.33	131.39	197.2	177.85	151.67	147.3	126.24	209.6	154.37	215.04	138.95	197.66	135.07	113.87	150.17
-7.53	-16.39	-10.51	-14.4	-11.77	6.59	-1.37	0.49	-5.4	6.86	-1.98	-1.9	-20.9	27.49	-6.47	-13.14	-27.36	-6.17	-9.77	-21.74	-19.16
15.6	13.56	43.1	24.35	4.3	20.82	28.64	5.95	10.94	15.38	4.81	10.29	22.02	46.1	25.9	8.63	8.57	12.53	7.64	1.01	6.28
371.46	636.07	843.46	1035.3	787.17	804.96	463	548.04	567.14	746.63	856.05	656.86	441.51	314.11	694.11	520.59	972.96	434.22	509.12	382.47	463.62
187.9	140.24	177.66	106.42	213.91	205.56	143.55	161.4	214.38	156.04	183.65	183.18	243.91	156.97	164.53	162.34	247.71	196.2	220.64	138.45	158.01
22.96	0.08	30.83	8.7	28.39	30.61	34.96	13.76	27.27	25.86	69.78	31.2	21.14	199.07	2.88	76.81	15.88	68.07	50.24	108.83	5.57
121.74	-14.89	66.15	107.92	136.3	11.04	-4.53	14.54	35.44	85.56	56.17	2.46	158.68	60.66	77.75	73.83	112.99	65.18	41.84	138.45	69.23
50.29	30.79	41.57	55.66	31.07	50.19	94.32	70.86	72.18	61.27	35.01	50.38	32.53	80.08	85.68	82.78	36.5	81.81	38.62	121.44	14.76
15.6	13.56	32.36	5.72	41.77	-3.19	161.85	67.73	54.22	44.21	10.09	44.27	3.63	78.46	19.43	55.97	21.87	47.12	83.2	13.63	70.65
131.19	148.5	221.51	98.2	99.74	164.38	141.96	111.7	202.11	45.52	123.57	189.31	112.22	117.3	91.45	185.53	112.32	196.2	140.27	55.89	126.69
-6.48	8.32	-19.68	-15.14	0.73	11.04	15.21	20.79	8.49	37	33.5	18.13	-2.5	38.01	-6.47	4.51	0.59	8.94	-1.39	-19.21	-3.61
-9.64	-3.66	-15.09	331.44	5.19	-1.41	-7.69	-8.87	-25.01	-3.61	27.46	121.95	6.26	205.55	-2.15	-1.38	-18.04	36.3	7.64	-10.36	4.16
123.84	94.46	137.2	96.71	134.52	166.17	143.55	133.76	109.74	154.72	145.59	93.12	173.6	114.87	158	138.07	107	208.69	153.93	93.71	110.35
623.53	962.78	782.99	286.74	874.19	666.23	225.72	412.56	325.2	590.16	185.17	279.72	735.65	26.68	659.85	899.79	383.54	194.73	379.43	77.33	1015.04
17.7	45.01	145.74	12.42	627.01	132.21	-10.84	160.61	-0.5	599.19	119.01	183.18	491.62	1074.84	142.78	35.8	688.73	1205.94	-14.29	60.94	62.86
2711.87	4946.45	3587.73	329.93	2736.46	3516.35	3928.47	6009.05	3606.46	2566.01	36.52	1638.74	544.66	1261.69	4105.15	2884.4	4050.27	2902.75	5472.3	278.07	4590.34
-23.31	-12.65	-18.15	-59.83	-3.74	5.7	-58.94	-47.82	29.72	-60.53	-10.28	-14.96	-13.89	-78.43	-2.15	-15.49	-47.32	19.01	-35.57	-70.46	-67.24
52.39	52.5	103.92	87	49.8	40.4	148.32	63.81	47.69	61.27	28.97	43.4	47.41	108.4	36.7	65.49	39.83	70.96	81.26	24.36	70.65
24.01	171.81	2.49	14.66	9.65	284.62	38.91	122.72	-1.31	400.75	7.07	200.7	163.07	110.83	195.08	21.61	1080.91	194.73	63.8	-7.83	13.35
320.09	632.85	572.12	229.39	533.9	548.62	360.25	201.84	412.74	165.95	171.46	254.23	314.49	169.92	424.25	434.36	427.6	460.3	703.87	115.14	470.42
319.05	2824.51	1294.08	339.8	2161.34	1317.47	426.99	2307.28	2672.02	472.26	2098.03	222.62	3107.66	957.19	98.67	796.42	309.39	292.32	3481.54	655.95	3460.96
5.08	15.06	50.78	45.22	17.68	30.61	33.38	10.64	10.94	30.44	34.25	30.33	25.52	61.47	27.34	29.89	19.21	47.12	12.16	35.09	17.59
141.7	60.74	259.36	83.27	109.55	215.42	304.45	199.46	244.7	161.32	195.86	70.44	250.07	380.56	142.78	233.6	47.81	213.83	181.98	4.16	100.41
-14.9	-17.89	-8.21	-9.18	-18.91	-12.97	-2.95	-10.43	-19.29	-3.61	-14.81	-4.51	-19.14	15.36	-11.5	-5.5	-24.7	-3.29	-9.13	-21.1	-26.94
73.41	180.84	22.4	96.71	145.22	26.16	237.73	301.9	-6.21	17.34	0.28	50.38	167.45	38.01	75.59	204.56	67.09	81.81	103.27	3.53	383.61
142.75	248.79	178.44	76.55	288.02	298.14	273.85	239.3	239.78	252.89	154.71	235.79	263.29	74.41	178.34	259.14	271.15	136.25	200.3	166.19	197.32
9.29	-7.4	-31.14	-34.51	-42.13	-10.31	-10.84	-54.04	-30.73	5.55	-43.47	16.39	-45.43	-3.24	-61.13	-41.88	-65.97	-25.57	-32.34	-5.31	-7.85
119.64	77.98	200.33	60.14	57.83	76.91	134.8	153.49	37.89	70.45	230.27	112.34	58.8	220.13	110.22	110.94	61.77	114.44	131.82	153.58	119.58
190	155.26	202.68	188.05	174.65	286.42	147.53	174.07	286.55	125.04	228.74	266.53	377.4	243.62	225.75	153.83	103.01	185.93	185.25	192.69	178
24.01	22.55	87.72	63.12	27.5	51.08	52.35	37.2	39.52	70.45	26.7	52.99	52.67	66.32	54.69	53.59	31.18	91.23	32.16	50.22	31.02
318	379.22	279.18	209.83	318.42	195.7	614.41	675.74	316.15	627.76	348.33	382.87	275.63	297.09	224.28	429.75	417.41	357.52	357.09	630.87	527.51
561.92	90.72	359.21	105.68	102.42	252.23	89.57	292.23	147.32	170.58	481.93	273.56	165.7	353.82	226.48	302.54	34.51	267.78	250.29	2.9	123.84
-1.22	12.81	13.21	4.23	-10.88	3.92	27.06	30.16	13.39	35.69	25.19	0.71	-2.5	26.68	7.2	-10.21	-18.71	-7.61	13.45	-12.26	-21.28
141.7	204.96	235.68	139.33	170.19	176.9	169.82	157.45	151.4	155.38	223.38	237.54	156.05	135.92	131.19	259.76	231.66	135.53	170.88	175.02	130.24
136.44	153.76	180.78	148.31	121.15	107.22	188.96	219.35	151.4	258.89	178.31	170.05	129.75	261.44	176.16	149.58	122.3	128.98	178.06	193.95	143.76
38.73	33.78	27	13.91	22.14	25.27	67.39	59.11	50.13	40.93	73.56	113.21	71.93	141.58	30.22	61.92	79.73	122.43	43.78	33.19	7.7
54.49	115.46	84.63	85.51	154.14	120.61	122.89	105.41	86.88	61.92	100.82	109.71	117.48	118.11	116	103.13	143.61	78.92	142.22	72.91	38.1
1064.77	962.78	986.81	894.4	657.84	944.52	1373.89	1150.63	1031.09	939.47	1099.56	1071.56	825.98	892.14	923.91	1268.91	1086.73	1168.57	1064.79	1269.11	988.37
58.7	257.12	110.88	25.84	70.31	114.36	68.18	119.57	97.49	186.46	92.49	121.95	41.28	53.38	348.35	13.94	136.28	15.41	85.14	50.85	-2.91
97.58	74.98	77.7	92.23	61.4	46.63	131.62	81.84	61.57	112.53	52.39	73.05	85.94	160.2	85.68	70.85	57.12	83.98	76.73	85.52	69.94
-0.17	-24.63	-12.8	7.95	19.47	72.46	26.27	-10.43	60.75	-28.48	69.02	-3.64	45.66	-12.94	-26.6	-20.78	-40.67	-20.54	19.26	-28.06	-31.18
193.15	102.71	91.57	125.86	101.53	98.3	136.39	112.49	103.21	82.28	109.16	153.42	132.38	135.92	136.98	103.73	172.92	98.47	98.74	175.66	69.94
66.05	45.76	80.01	45.97	52.48	66.22	46.82	45.02	32.99	68.49	41.05	58.22	51.79	161.82	52.53	66.68	15.22	44.24	78.03	89.3	43.05
385.08	273.8	249.09	211.33	259.44	315.28	104.63	111.7	245.52	307.7	134.19	299.08	262.41	185.3	382.79	563.54	443.23	169.09	180.67	205.95	341.56
989.75	430.17	283.95	445.2	502.36	406.79	467.92	444.68	255.36	298.32	587.81	486.53	574.45	363.54	475.99	300.65	635.74	347.73	265.5	769.91	564.48
96.53	104.21	172.98	204.57	87.26	163.48	126.86	141.65	359.82	169.26	156.99	234.91	82.44	172.35	48.21	159.3	103.01	115.16	113.64	263.5	108.93
160.6	181.59	-173.6	30.31	-26.06	95.63	-84.15	10.64	-20.1	116.48	-41.96	58.22	320.68	87.36	158.73	222.45	120.31	73.85	243.69	-103.41	383.61
1398.37	1318.45	1354.99	960.4	1702.97	1528.01	1086.47	1327.97	993.69	1099.02	1815	1099.65	1929.12	1950.29	1223.2	1046.26	1637.93	1773.35	1606.38	813.05	1213.16
433.26	682.12	528.41	629.8	455.58	437.75	453.99	483.63	499.25	504.49	477.17	659.55	416.54	415.4	623.46	604.98	456.85	499.68	554.32	885.8	608.83
150.1	327.1	287.92	257.28	279.09	343.3	269.03	171.69	174.29	311.06	368.58	245.44	322.45	320.59	373.04	271.03	283.21	272.98	230.51	209.74	193.74
153.25	158.27	379.42	371	381.99	152.76	313.32	245.69	254.54	218.29	303.36	240.18	443.3	432.42	233.8	266.65	192.93	241.12	198.99	353.09	291.13
46.08	29.29	42.34	271.62	79.23	79.59	48.4	24.69	22.37	35.69	219.55	66.95	55.29	55.8	54.69	68.46	31.85	53.62	82.56	78.59	66.4
155.35	163.53	132.55	177.54	156.82	102.76	250.56	109.34	126.89	158.68	179.08	226.13	104.34	182.88	142.05	202.72	181.59	174.21	222.61	207.21	155.16
19.8	14.31	37.73	27.33	38.2	16.38	42.07	-3.41	14.21	40.93	28.21	57.35	11.51	54.99	53.25	24.57	5.24	52.9	9.58	28.15	16.18
18.75	-2.16	9.38	26.58	6.08	11.04	8.89	16.1	14.21	44.87	24.44	39.92	8.01	97.07	3.6	21.02	0.59	23.33	10.22	55.89	9.82
2.98	9.82	21.63	4.23	13.22	44.85	21.53	0.49	19.11	-6.88	14.62	15.52	27.27	40.43	32.38	22.2	9.9	29.82	32.16	11.74	28.2
272.9	219.3	341.49	142.32	122.93	200.18	231.33	166.15	234.04	215.63	55.41	180.55	136.76	131.06	205.29	318.41	266.46	110.08	292.73	113.24	147.32
134.34	340.86	230.16	217.35	214.8	144.71	264.21	468.68	131.79	494.88	1295.64	473.21	143.77	315.73	532.12	262.89	78.4	265.55	290.73	788.08	587.76
295.98	252.57	138.76	378.62	159.49	273.82	218.52	207.41	306.27	298.99	229.5	202.46	226.31	297.9	211.86	333.08	293.95	334.95	313.42	332.7	190.16
462.57	465.92	318.24	383.96	323.79	329.74	315.75	363.49	385.43	283.6	443.91	369.61	499.7	253.34	397.08	515.85	588.6	323.7	400.52	283.78	540.57
-8.59	-10.4	7.85	4.97	-15.34	-8.53	12.05	-6.53	1.14	-0.34	81.89	12.04	-10.38	32.34	-3.59	-4.32	-16.04	-11.92	-8.48	-15.42	-17.75
299.12	254.09	251.46	282.95	263.9	262.12	179.38	259.3	330.14	264.89	234.1	419.14	304.76	171.54	171.8	273.54	397.08	161.05	216.7	169.35	275.88
118.59	89.22	103.92	112.4	90.83	112.57	137.98	103.84	80.34	173.88	157.75	138.55	100.83	115.68	103.72	95.94	85.05	113.71	242.37	138.45	175.14
791.16	661.06	579.73	781.71	914.64	1186.62	739.72	579.27	953.83	450.4	1275.62	1054.34	1074.85	310.06	801.61	297.48	367.32	403.71	752.44	354.37	352.59
1591.69	2219.32	1712.56	955.49	967.16	1900.13	1351.21	1477.55	1495.41	852.17	752.3	1447.6	1111.76	614.63	1158.5	1522.71	2332.56	946.19	2251.44	1700.06	1955.27
-35.93	-60.59	-73.1	-58.34	56.94	13.71	-94.39	-8.09	-20.1	-40.25	-49.5	28.59	-28.78	-56.6	41.01	7.45	9.23	47.12	-58.14	-88.2	-25.53
96.53	24.05	127.9	114.64	91.72	201.97	169.02	107.77	101.57	163.97	128.12	70.44	54.42	127.82	83.52	125.39	121.64	210.16	83.85	66.61	68.52
-32.77	-47.85	-31.14	-38.97	-45.7	-17.42	-51.85	-1.07	-29.91	-49.41	-16.32	-31.49	-45.43	-15.37	-52.5	-40.13	-27.36	-29.16	-47.18	-35.65	-55.22
-19.1	-14.14	-50.22	-30.78	-47.49	-53.86	126.06	19.23	-55.25	57.98	-47.99	-41.07	-31.41	-76.01	-21.57	-28.99	-37.34	-28.44	-56.85	-33.12	-46.73
-13.84	-31.37	-46.41	-9.18	-24.27	-5.86	-30.56	-33.02	-32.36	-33.71	-1.98	-30.62	-33.16	-26.69	-81.27	-27.23	-38.67	-23.41	8.93	-35.65	-46.73
393.46	156.77	1002.47	170.04	186.25	230.67	211.32	240.1	134.24	457.91	362.34	321.09	92.07	452.68	135.53	300.01	339	258.88	393.02	287.59	305.7
120.69	11.32	328.65	2.74	14.11	25.27	21.53	73.21	8.49	123.06	68.27	175.3	-20.02	146.44	-1.43	74.42	62.44	46.4	20.55	33.82	101.12
-14.9	191.39	34.67	-15.89	26.6	347.82	37.33	164.56	-1.31	71.11	-11.79	195.44	565.41	38.01	28.06	105.53	592.05	124.61	-20.73	-24.9	-4.32
90.22	224.58	210.52	426.79	152.36	337.87	153.1	44.24	249.62	122.4	31.23	100.98	116.6	72.79	121.79	211.34	353.83	212.36	192.44	13	118.16
91.27	160.53	186.25	164.79	170.19	159.01	274.66	147.17	163.66	150.76	137.99	205.96	144.65	310.87	134.81	183.08	148.27	227.83	177.41	262.23	117.45
754.79	553.1	908.3	512.24	296.07	469.71	692.4	750.3	645.71	377.73	351.44	506.08	135.88	663.15	505.13	668.82	414.7	467.23	538.01	262.86	517.56
11.39	48.01	46.18	104.18	17.68	30.61	30.22	44.24	86.06	47.49	70.54	15.52	130.62	105.16	43.89	100.73	2.58	10.38	16.68	71.65	31.02
-14.9	26.29	-31.9	-11.42	23.04	-42.31	24.69	2.05	7.67	29.79	8.58	-28.01	-11.26	31.54	10.08	-20.78	-4.73	8.94	10.87	30.04	-46.73
422.79	609.6	560.31	379.39	454.68	470.62	374.05	389.61	258.64	346.01	460.52	295.55	387.17	485.9	553.05	485.55	773.08	494.26	465.86	471.77	426.8
164.8	139.48	189.38	203.82	99.74	78.69	184.97	262.51	158.76	212.98	203.49	177.05	85.07	234.71	139.88	216.89	173.59	178.6	123.38	326.34	331.29
22.96	62.99	-18.92	40.75	9.65	12.82	26.27	14.54	77.08	46.18	31.99	49.51	1.88	50.95	46.05	22.79	41.82	91.95	58.64	86.15	38.1
29.26	31.53	48.48	302.63	27.5	101.87	146.73	92.05	56.67	59.3	126.6	41.66	77.18	121.35	0.73	86.36	16.55	78.92	91.62	25.62	64.28
-2.28	6.07	77.7	30.31	48.91	239.65	40.49	110.91	49.32	51.42	10.85	19.88	36.03	88.98	56.85	50.03	13.22	185.19	28.93	-23	67.11
107.03	176.32	117.06	109.41	154.14	117.04	122.09	107.77	61.57	96.74	161.56	81.78	73.68	108.4	94.34	77.41	112.32	107.9	126.62	120.81	91.19
236.18	366.92	273.62	182.79	78.34	185.85	124.47	88.91	153.04	202.36	72.81	96.62	91.2	45.29	327.5	277.31	82.39	136.98	142.87	33.82	261.39
-6.48	-2.91	2.49	-1.73	-4.63	0.37	-0.58	0.49	-7.85	-1.65	16.13	8.55	9.76	15.36	-7.19	9.22	-14.05	12.53	-10.42	-16.05	-19.87
102.83	104.21	201.9	139.33	135.41	84.93	177.79	63.81	75.45	89.51	117.5	59.97	64.05	122.16	112.39	200.87	125.63	133.34	123.38	127.11	62.86
470.94	362.32	614.55	413	416.06	382.26	437.61	519.51	400.32	378.4	503.43	506.08	359.65	693.05	358.81	440.3	285.9	580.98	486.73	699.05	400.69
54.49	115.46	167.52	65.36	100.64	84.93	126.86	122.72	79.53	133.61	121.29	119.32	100.83	110.02	123.23	176.36	101.01	153.02	122.08	56.53	94.74
257.16	129.72	227.02	202.32	195.17	187.64	289.14	224.93	234.86	266.23	249.44	265.65	183.25	387.04	146.4	210.1	89.04	317.71	171.53	337.8	223.17
