AD043	AD111	AD114	AD115	AD118	AD119	AD120	AD122	AD123	AD127	AD130	AD131	AD136	AD157	AD158	AD159	AD162	AD163	AD164	AD167	AD169	AD170	AD172	AD173	AD177	AD178	AD179	AD183	AD185	AD186	AD187	AD188	AD201	AD202	AD203	AD207	AD208	AD210	AD212	AD213	AD218	AD221	AD224	AD225	AD226	AD228	AD230	AD232	AD234	AD236	AD238	AD239	AD240	AD241	AD243	AD247	AD249	AD250	AD252	AD253	AD255	AD258	AD259	AD260	AD261	AD262	AD266	AD267	AD268	AD269	AD275	AD276	AD277	AD283	AD285	AD287	AD294	AD295	AD296	AD299	AD301	AD302	AD304	AD305	AD308	AD309	AD311	AD313	AD314	AD315	AD317	AD318	AD320	AD323	AD327	AD330	AD331	AD332	AD334	AD335	AD336	AD337	AD338	AD340	AD341	AD346	AD347	AD350	AD351	AD352	AD353	AD355	AD356	AD360	AD361	AD362	AD363	AD366	AD367	AD368	AD370	AD374	AD375	AD379	AD382	AD383	AD384	AD10	AD15	AD16	AD18	AD19	AD1	AD2	AD31	AD3	AD4	AD5	AD7
8.92	45.22	36.91	26.41	61.8	9.17	36.13	13.68	80.99	108.21	134.77	16.16	104.9	11.145	58.845	32.78	146.56	21.79	6.67	21.265	32.72	18.7933	37.9	65.4	28.53	17.325	57.165	17.76	4.98	46.63	48.595	29.31	27.69	48.1	36.69	14.81	46.44	85.85	20.67	36.54	26.19	36.52	29.63	60.52	55.55	43.24	13.37	46.5	34.73	114.06	19.66	33.28	46.18	-8.11	58.79	1.66	17.09	27.35	4.31	26.54	100.673	41.2725	10.19	47.56	76.75	17.59	23.48	36.21	54.8467	34.08	174.64	23.625	23.25	42.88	36.74	83.45	48.735	52.78	62.27	-5.66	3.56	8.585	66.39	-0.11	115.47	45.65	25.515	58.87	22.54	55.66	15.2	27.72	22.48	21.04	10.305	39.2	12.79	11.07	6.365	-4.51	-0.19	57.01	71.685	44.27	31.095	40.65	55.445	39.875	64.97	27.53	33.29	-6.69	12.78	35.76	35.13	12.98	-12.04	37.36	38.86	23.1	-12.79	-3.51	5.395	10.505	47.84	49.675	14.535	8.37	17.4	37.33	15.93	28.5	16.66	1.68	-1.29	31.99	-22.72	38.42	-18.37
105.38	679.2	297.71	739.75	278.91	391.22	384.7	326.73	493.165	870.46	101.47	111.42	244.98	109.105	125.555	296.74	472.92	66.99	77.685	144.875	30.185	45.9167	250.125	149.72	375.25	56.385	192.94	50.82	351.51	77.35	153.19	156.88	63.13	233.64	140.475	269.91	361.7	243.19	98.23	92.21	110.4	69.73	147.57	175.03	176.25	242.025	144.37	302.16	595.96	44.08	447.86	258.24	119.05	263.81	346.96	173.49	97.97	275.69	633.41	513.42	161.24	141.915	751.07	184.61	237.88	219.49	315.45	106.54	104.933	1220.03	144.22	477.025	731.45	383.53	323.17	126.27	176.43	94.87	110.98	253.995	341.13	146.825	163.76	550.87	164.71	77.4	374.675	134.91	114.08	154.27	239.58	198.32	70.96	268.47	141.41	173.35	44.61	235.91	362.36	173.605	215.72	380.38	188.825	126.53	35.46	725.715	113.175	142.16	123.9	205.81	94.92	58.46	113.05	71.95	115.19	70.25	89.82	188.76	583.38	205.66	261.57	70.55	391.585	543.98	220.96	133.9	230.505	110.49	237.98	225.1	383.36	197.79	527.89	347.15	28.64	139.4	80.23	70.21	56.87
1566.55	916.25	1712.42	1771.69	1418.19	1327.76	1815.03	1114.27	1318.28	1518.11	1303.53	1381.075	1361.79	2240.21	1580.8	2117.43	2071.21	2125.94	940.69	2048.12	1200.84	655.63	1371.08	1350.2	1426.55	1656.02	1388.18	807.55	1423.99	811.37	1267.61	1199.58	1421.22	2878.73	1408.57	1365.87	1060.93	1114.81	1411.4	913.26	2311.24	1051.1	925.34	1066.23	1331.77	1190.74	947.03	1547.79	1381.44	1079.68	1731.79	1014.62	1406.5	1703.55	1885.36	1368.92	1152.98	1855.93	1470.09	1584.53	2287.38	980.823	2240.93	1750.64	2982.26	1702.55	1248.26	788.27	1290.03	1032.58	753.63	1382.85	1074.58	1238.07	1316.4	1217.53	1021.96	1144.51	1058.11	2099.86	1958.49	1069.29	849.41	2255.31	1758.36	1962.3	2168.66	1536.04	1495.71	2004.04	1286.01	1373.26	1253.76	2054.93	1566.79	1147.14	2227.74	2910.82	2581.11	1656.79	984.35	891.28	703.06	1863.79	618.17	1456.02	977.98	2277.08	837.46	873.27	1379.36	1547.27	2863.58	1493.735	2385.59	1002.27	3539.92	1662.21	752.82	1576.67	1661.32	727.22	1125.62	2214.03	1168.36	924.635	1240.55	2832.79	2155.06	1850.26	1704.81	1812.87	2035.14	1633.27	1704.08	2427.98	2422.91	1390.45	2153.76
-7.27	17.61	16.49	19.18	13.21	-8.39	4.76	-1.42	-3.02	31.79	-3.41	-0.995	-0.33	-1.38	26.425	1.02	-16.18	8.69	-19.015	2.85	-13.735	-14.1567	9.37	55.21	-9.16	23.07	5.02	-12.12	-15.83	22.42	-18.1	9.33	-32.2	33.27	7.585	0.75	26.47	7.83	-1.85	-2.16	-33.32	17.09	14.78	38.61	4.73	14.575	7.56	7.94	9.02	-2.57	-15.34	-0.34	-6.14	0.31	2.59	-24.77	-6.5	-0.24	-21.67	-5.43	-9.83667	-3.0325	11.96	-21.14	-21.9	-1.5	31.05	16.35	16.98	29.18	-16.17	0.00499964	-19.38	-3.33	10.7	-13.98	10.58	-19.06	9.705	-8.065	0.2	-29.355	-14.39	-24.62	-12.73	14.63	21.565	13.05	40.78	67.08	10.27	-0.55	1.47	6.95	6.995	-6.22	-19.02	21.51	-2.64	-28.15	-29.7	-10.84	58.235	49.17	5.96	15.185	21.74	30.275	77.08	16.57	25.12	-30.99	12.78	18.54	-4.77	-13.62	64.15	0.91	28.56	-16.22	2.66	-30.17	4.2	8.19	37.21	-32.91	14.535	-11.66	-15.8	-2.88	10.76	23.2	29.27	-60.04	-2.08	-0.26	-18.04	-16.33	-14.3
6.49	22.92	25.505	16.79	30.42	15.02	20.085	10.66	8.28	40.02	8.64	15.25	17.24	27.075	45.45	34.37	3.43	18.625	8.585	8.12	1.42	-2.48	24.43	45.03	15.96	18.52	38.36	-1.385	-2.59	13.54	-0.11	8.46	10.81	40.25	26.485	8.78	14.5	18.97	4.46	11.06	13.91	25.18	19.42	33.63	32.63	22.38	16.28	25.19	15.44	-5.68	3.18	9.85	11.59	19.97	28.36	0.23	2.93	16.16	-1.07	22.1	4.47	4.325	18.15	3.07	0.82	14.965	48.37	9.12	46.4367	38.98	-4.18	4.955	13.77	17.46	34.81	-6.42	20.16	16.46	28.205	-10.805	10.645	-8.01	3	36.21	4.79	20.27	65.57	30.6	15.25	70.19	24.09	25.7	16.01	43.06	34.555	14.26	1.11	25.99	8.05	-8.595	13.22	7.1	71.21	80.585	6.065	41.21	29.68	77.445	58.51	25.34	40.54	-8.84	34.3	33.745	17.63	-3.95	196.69	-0.2	23.98	-7.29	42.38	-16.35	3.34	14.4	36.14	1.73	16.99	18.07	-0.59	11.67	28.51	94.4	54.52	-10.48	7.37	0.4	30.93	38.42	16.19
199.7	101.49	66.28	16.71	39.54	147.21	-6.59	149.93	71.06	211.7	1.11	29.3	3.66	50.35	63.255	-30.62	23.06	143.63	-13.32	183.345	-6.84	-9.44	153.18	41.32	73.51	15.01	20.83	7.815	20.13	87.06	-34.115	24.96	60.6	12.35	76.11	196.54	32.46	47.33	52.22	14.83	62.12	111.05	-20.47	134.21	8.72	-19.535	19.19	31.28	217.11	44.08	62.92	72.99	-13.23	95.72	3.165	-4.05	-6.5	7.96	49.13	56.79	-9.42667	-12.655	380.66	149.25	95.04	24.75	227.92	38.01	-37.5167	138.23	11.49	79.92	70.6	114.5	83.04	-13.98	90.855	32.97	1.025	-32.995	12.27	188.365	249.32	51.66	-54.15	90.82	66.17	40.35	86.9	127.29	74.41	96.37	59.64	161.26	26.195	-19.56	13.44	-52.74	11.465	17.935	-28.8	-26.67	88.8	161.015	-6.025	171.435	174.035	27.305	-11.73	-6.44	57.77	16.91	44.72	161.945	14.12	-47.46	97.84	68.3	139.55	-5.5	176.85	17.23	327.605	91.89	-25.105	14.135	55.575	-50.83	-39.97	52.6	67.95	27.18	140.12	8.22	159.29	-4.2	-2.27	-31.42	54.16
534.58	318.78	260.325	324.355	213.38	471.59	395.1	541.06	424.49	509.11	223.6	314.43	321.86	262.24	307.66	291.75	385.78	432.255	163.305	551.06	179.69	203.183	627.24	225.8	387.26	183.225	281.365	153.15	309.58	297.89	194.67	320.99	283.13	303.83	373.375	565.78	332.43	304.16	226.72	254.16	452.37	382.82	232.18	346.27	295.01	249.165	334.21	328.52	708.03	282.17	420.84	348.8	331.73	325.41	279.055	190.2	281.72	276.47	310.02	372.28	230.64	201.118	1421.47	530.715	503.86	304.515	496.64	195.59	159.317	420.45	201.36	338.56	315.26	283.13	366.43	168.26	356.165	175.69	172.82	175.385	288.77	700.7	824.21	459.56	223.41	501.08	436.815	258.7	320.16	372.88	415.94	379.93	336.94	513.99	278.975	172.45	283.96	237.46	345.405	269.94	279.54	220.34	314.32	379.37	153.67	376.05	444.465	270.93	158.61	139.18	187.17	291.52	381.76	415.625	297.68	151.05	449.16	333.66	393.75	125.95	473.26	171.24	834.38	341.64	165.15	206.62	252.495	269.51	241.57	318.48	427.11	269.41	585.38	399.18	436.47	307.4	293.61	271.8	537.44
1697.75	35.66	33.89	650.96	689.15	183.45	965.3	2070.56	271.22	23.56	1069.62	19.365	380.26	25.45	249.73	2040.85	47.64	89.18	251.075	244.095	301.47	96.02	595.34	71.88	22.24	39.83	69.265	600.955	815.41	15.96	2325.22	133.48	108.72	1313.67	2518.89	148.33	1715.48	374.29	234.89	790.12	38.48	1637.73	50.98	38.61	266.07	307.51	157.01	51.57	36.87	9.87	87.65	605.06	607.19	1299.16	349.775	23.11	381.69	1171.03	2101.68	411.95	780.787	265.163	26.11	198.4	667.17	99.695	34.3	12.73	11.74	183.54	72.33	3.395	19.69	141.07	1038.95	12.06	67.495	277.89	102.82	1995.69	133.99	118.03	84.67	821.03	382.54	1202.53	296.14	154.4	1244.46	76.42	27.05	47.91	1887.94	198.41	5.73	305.73	865.19	1232.01	2675.45	115.245	403.92	47.28	856.995	1569.61	949.23	84.93	349.91	2620.74	442.73	51.63	47.8	51.29	30.83	20.53	902.77	199.64	41.7	271.7	31.99	99.11	312.12	37.97	1396.17	17.25	303.545	74.035	2281.45	54.25	2250.82	51.91	1430.83	87.05	220.11	1166.4	111.3	1580.86	-8.69	1207.66	1615.08
574.87	150.31	187.72	291.64	141.69	74.7	220.13	166.13	68.38	137.61	460.59	127.88	132.48	128.655	236.88	201.99	325.66	176.22	89.045	96.77	298.365	268.34	192.16	319.61	322.74	223.775	271.49	443.2	254.4	115.41	123.945	263.27	151.82	279.8	402.89	114.19	296.14	222.87	327.7	171.37	454.28	347.33	230.32	154.12	199.21	166.77	160.89	249.43	34.73	108.62	248.73	249.09	264.5	341.27	233.395	249.44	413.42	371.33	174.15	149.76	350.003	194.903	13.73	96.37	240.7	78.05	164.12	110.14	60.29	83.1	133.16	396.295	243.25	84.46	196.92	-5.58	86.185	143.53	78.46	367.675	307.32	322.455	88.65	109.9	319.42	177.88	220.08	94.94	326.18	150.12	96.1	189.23	271.45	120.63	330.52	312.06	240.7	385.87	313.845	346.81	187.89	99.63	205.9	218.94	182.86	99.41	242.755	161.005	248.95	153.39	179.95	44.84	413.12	23.275	232.94	389.4	56.93	327.02	133.83	193.11	63.34	200.84	45.46	673.885	162.875	338.57	321.025	245.93	341.93	193.92	254.86	277.06	36.07	106.48	8.16	95.73	172.32	327.49	365.38
54.28	87.69	31.385	19.355	45.61	34.92	47.955	73.14	55.28	43.54	18.44	36.045	62.94	32.865	23.72	44.73	78.03	37.42	84.375	67.505	28.815	13.6767	30.69	46.88	39.31	50.165	60.65	45.195	33.38	41.78	80.585	70.99	41.19	79.57	71.385	30.86	53.44	49.36	44.11	40.32	113.24	45.43	44.48	31.64	51.56	56.955	70.59	26.2	40.09	55.74	47.46	21.05	61.27	48.97	56.705	69.66	55.02	35.57	67.98	61.24	43.5367	31.72	22.57	38.645	34.32	39.125	50.53	62.37	36.0567	47.56	48.37	54.555	37.45	52.12	57.96	18.78	60.895	40.4	88.795	79.805	50.595	61.58	52.1	38.94	104.89	43.53	46.42	31.57	49.55	52.54	27.05	54.98	69.34	39.53	27.535	40.1	27.73	53.68	63.625	39.15	39.16	84.92	118.705	76.35	35.255	59.53	67.89	101.3	85.96	47.25	25.12	40.54	16.94	60.57	49.15	66.21	1.6	19.69	65.18	27.57	23.62	29.08	6.235	60.99	84.205	60.62	84.335	134.62	59.01	21.38	44.1	25.85	34.13	11.03	31.01	33.97	75.6	110.04	46.7
53.47	61.15	35.6	68.185	72.93	41.94	48.21	46.92	43.545	64.71	38.79	110.3	88.73	33.7	54.7	103.15	76.38	50.51	162.08	20.225	75.48	27.4233	61.985	108.01	105.98	56.23	54.605	42.56	71.26	122.71	53.055	59.71	24.31	58.58	76.71	15.81	41.45	87.87	62.14	45.04	66.85	72.16	76.97	60.52	68.51	75.14	96.79	44.47	73.32	99.29	40.25	44.48	63.05	57.38	48.11	35.99	65.21	26.61	44.65	67.48	24.1133	75.97	15.5	8.05	22.24	39.62	54.86	55.15	152.9	64.72	66.8	68.59	43.37	48.65	62.78	85.97	81.31	34.62	104.1	31.835	113.805	14.115	75.93	53.48	32.12	51.29	38.565	40.35	63.45	59.81	19.15	29.74	70.15	28.96	24.795	51.69	3.7	49.93	41.895	84.515	57.06	101.73	102.21	74.515	80.33	49.205	81.775	37	95.65	70.24	33.29	49.14	16.25	134.17	76.51	42.82	21.65	13.06	94.93	49.03	23.62	121.89	47.495	33.8	137.175	74.425	67.31	63.34	54.15	13.75	71.69	23.86	28.3	69.03	31.01	99.08	26.86	84.68	50.77
42.94	46.28	34.25	48.75	33.46	48.96	24.49	76.17	31.465	48.25	71.24	56.41	72.6	28.34	52.32	46.32	54.2	71.795	64	62.07	31.185	36.24	50.265	61.69	32.12	47.285	73.99	29.6	49.48	46.63	27.59	49.28	45.41	126.03	93.345	27.85	44.45	42.27	44.11	30.88	52.66	81.07	24.06	28.65	70.51	52.935	111.35	55.63	99.05	40.97	42.31	50.59	36.42	30.26	58.125	27.41	65.89	30.34	35.68	27.43	21.68	35.5625	38.5	12.675	48.43	52.715	50.53	28.99	35.7	68.39	52.05	48.515	38.64	42.88	42.52	49.01	39.89	31.32	61.65	31.18	76.74	91.63	24.36	53.48	30.16	80.23	81.62	50.1	64.18	51.5	46.79	36.8	74.19	40.41	45.625	33.86	66.05	56.68	70.08	30.575	23.96	22.31	102.4	58.69	60.48	53.97	73.445	108.075	119.06	60.39	54.14	39.11	37.08	63.68	21.83	49.27	22.45	27.42	86.92	28.46	60.03	11.31	68.455	77.225	49.455	36.875	50.705	24.31	31.25	33.17	47.82	41.76	32.19	40.96	38.88	20.12	21.62	141.98	14.16
77.79	159.86	110.045	73.08	114.4	68.85	111.295	140.82	96.6	198.76	51.62	127.04	223.46	131.975	68.9	93.51	120.07	38.145	148.56	31.125	85.46	31.88	86.15	64.47	172.97	57.755	70.335	53.785	25.81	35.33	259.35	73.6	96.06	99.71	52.82	54.95	97.42	122.36	161.49	93.15	39.42	92.41	55.62	109.31	78.48	87.945	136.6	84.05	99.05	49.52	60.85	30.22	108.37	36.81	113.855	76.12	50.26	82.02	199.43	102.29	138.463	81.3075	136.18	127.13	180.65	115.85	164.12	93.03	45.7567	150.48	205.05	72.61	104.92	134.14	78.22	383.98	129.685	186.4	227.555	41.64	44.235	35.615	122.94	199.41	133.37	23.79	129.685	87.14	64.92	86.81	57.64	61.03	16.82	88.88	51.27	82.93	30.32	69.45	72.585	187.265	95.56	231.88	192.775	102.325	172.915	133.34	79.21	120.99	61.74	122.78	49.61	82.87	78.83	145.215	83.53	69.44	102.65	84.87	70.9	45.45	126.17	59.69	61.46	63.415	88.975	409.95	84.96	43.09	96.62	109.68	70.2	155.64	57.44	14.77	51.48	74.4	100.49	38.42	15.52
132.18	53.71	90.9	46.76	49.66	52.47	76.84	78.18	64.35	85.87	172.68	39.295	134.11	51.215	34.405	32.78	70.63	21.07	15.245	89.11	118.605	118.753	14.535	117.28	53.7	112.17	45.475	174.47	55.16	42.59	260.46	214.89	95.21	83.94	68.625	56.96	88.42	70.64	41.4	178.91	88.62	40.57	63.04	18.69	84.47	77.675	32.76	196.68	2.59	37.86	126.83	80.12	80.82	42.42	142.935	104.86	69.3	117.4	64.39	89.78	127.407	185.355	45.58	36.17	102.5	76.06	71.09	141.66	40.2467	43.88	35.46	36.435	63.5	62.51	70.5	129.63	70.785	51.13	55.77	71.28	71.92	123.565	240.39	27.13	68.72	97.89	44.905	59.85	73.7	102.38	57.64	88.29	45.91	53.63	80.18	40.99	96.59	277.24	75.32	69.8	7.86	64.67	123.67	99.645	62.285	67.945	80.545	129.12	75.46	40.67	174.53	125.33	159.39	22.41	146.23	151.86	51.32	46.2	51.45	66.01	36.86	33.03	73.14	125.3	56.035	106.46	76.615	60.54	118.29	90.16	35.93	53.72	86.6	-2.06	19.19	31.33	60.53	263.75	96.93
651.37	841.06	524.62	563.31	539.78	571.56	692.495	653.63	572.675	506.76	368.89	842.81	678.19	584.985	476.575	401.65	527.72	558.25	548.79	510.845	476.175	404.84	486.765	506.53	722.67	977.23	503.315	358.455	539.87	347.87	660.21	282.25	683.44	709.47	711.545	604.06	480.12	397.66	622.42	259.79	436.09	545.04	435.18	496.59	347.88	659.05	866.72	330.55	637.99	815.24	484.26	388.47	690.91	676.59	651.815	854.76	645.47	628.37	470.22	862.24	564.797	524.455	589.06	687.135	610.33	541.95	523.54	394.03	643.21	523.7	965.71	511.13	750.05	606.88	990.82	958.86	524.705	736.33	855.925	505.56	699.005	803.18	592.78	857.94	483.33	618.22	497.41	549.21	762.44	533.9	474.91	344.63	563.88	562.04	467.11	812.08	660.34	791.54	536.955	963.45	696.11	666.89	480.375	530.67	496.705	493.255	749.665	427.2	215.08	490.93	393.6	695.47	629.67	1016.32	574.81	570.7	654.83	371.29	359.68	584.78	499.51	452.36	620.68	489.715	1028.74	440.205	548.755	775.59	554.29	596.77	937.71	615.72	732.73	892.37	778.1	738.83	658.11	1038.58	767.55
205.41	262.69	289.2	556.055	208.33	220.84	487.955	186.39	286.53	274.04	205.35	464.64	306.73	258.495	236.79	285.12	371.11	221.715	405.56	165.67	413.14	439.8	205.67	257.36	425.22	429.285	329.225	304.45	525.49	296.25	330.205	167.28	299.26	203.55	153.095	170.43	206.64	200.52	483.54	222.19	249.96	169.38	354.12	303.46	147.31	168.95	249.42	157.11	235.37	184.07	366.84	154.44	251.97	325.41	203.13	319.05	323.4	326.4	289.11	635.27	269.517	228.623	274.33	268.585	230.15	227.795	256.02	257.47	309.58	272.85	299.97	320.28	402.47	269.27	377.96	395.73	240.29	276.24	283.48	271.46	411.435	284.59	220.96	527.26	265.18	331.5	387.355	175.85	338.24	370.81	266.01	258.87	430.69	289.81	393.305	296.7	179.93	375.45	301.73	464.945	422.89	342.35	187.86	206.375	250.15	219.75	179.815	256.01	201.37	345.1	196.2	220.34	211.08	384.965	172.42	195.59	236.2	156.71	209.26	289.14	273.66	312.33	413.45	369.115	306.97	233.67	230.49	223.97	271.84	207.36	389.1	423.89	370.04	256.65	249.68	462.47	368.04	241.82	368.89
1091.22	659.39	529.18	594.24	578.71	775.37	508.54	585.41	683.485	861.15	797.62	1268.58	896.99	936.4	700.25	691.7	747.66	935.635	728.565	583.63	909.095	1035.38	645.965	825.51	974.98	589.575	698.775	770.02	891.94	567.85	629.83	760.32	572.02	872.84	728.395	656.45	524.8	562.1	738.23	1013.78	679.16	906.3	565.69	707.61	647.93	781.255	1342.77	981.26	1080.89	933.68	912.05	794.95	843.49	573.75	671.765	570.91	905.02	564.08	549.69	987.46	773.977	586.692	822.13	759.7	871.57	663.48	735.93	562.99	853.373	651.8	700.14	692.455	955.68	611.48	592.7	801.69	722.865	785.87	763.54	1185.53	538.495	676.9	769.69	958.46	722.44	522.61	572.88	425.4	678.45	648.03	786.32	641.86	625.93	677.1	477.445	644.12	441.35	770.52	711.04	806.965	674.24	709.99	692.645	629.75	921.385	787.86	795.185	1005.64	570.6	699.02	920.67	761.63	837.31	660.185	848.2	291.43	848.49	839.87	596.84	568.41	718.43	1019	1001.54	1330.88	943.77	577.465	744.755	500.93	508.97	931.72	683.79	1083.96	661.93	649.95	535.97	507.67	796.77	816.63	785.66
34.83	44.16	49.19	66.065	89.12	65.34	78.675	70.11	77.655	104.68	7.14	51.815	104.9	55.96	37.69	63.08	41.08	37.98	60.225	30.92	35.17	11.1533	56.81	47.81	59.1	15.515	35.985	11.4	42.85	31.29	73.24	24.96	23.47	105.85	56.315	15.81	73.42	60.5	88.3	28.05	44.15	58.39	34.27	63.5	68.51	47.73	46.34	50.56	66.89	24.64	70.13	26.15	74.6	55.51	76.37	122.86	27.91	45.29	61.7	55.01	29.76	26.0925	81.93	74.94	29.62	159.445	71.09	81.31	26.3267	192.11	43.76	54.56	58.76	117.97	52.17	47.33	100.295	9.85	41.24	56.875	38.3	22.41	48.93	113.55	44.51	36.48	117.205	39.37	55.4	81.62	43.83	39.83	30.55	81.82	38.59	51.69	5.65	43.19	53.885	36.735	76.75	81.42	73.45	74.145	29.525	66.125	83.29	69.015	66.58	51.63	39.63	16.2	29.44	53.97	32.33	17.82	20.05	24.11	65.18	19.53	34.66	30.07	24.8	57.725	42.865	30	47.495	51.46	93.82	35.25	88.93	46.41	48.69	15.71	23.92	94.4	60.53	47.09	29.07
80.23	31.42	53.36	52.295	41.56	34.92	31.03	66.08	33.5	90.57	46.33	21.495	85.5	111.165	30.725	20.86	27.97	66.79	74.35	30.245	34.46	31.7467	87.99	59.84	77.11	58.505	30.68	5.645	10.66	24.84	30.295	40.6	18.41	76.07	34.81	31.87	50.44	61.52	45.01	40.32	38.48	60.82	50.98	36.62	53.56	24.54	8.53	44.47	42.23	13.76	45.4	1.7	32.87	53.64	48.82	47.45	29.26	49.78	35.68	35.43	33.5133	21.7975	34.96	28.7	49.78	31.16	75.41	37.11	65.0033	64.72	21.63	54.075	43.37	59.05	64.71	33.89	54.5	65.99	28.545	10.92	12.975	8.045	44.17	13.51	36.68	43.53	52.605	64.72	77.37	83.69	22.11	36.8	58.03	106.52	169.4	31.18	7.6	31.22	26.52	29.36	21.27	68.16	106.12	75.98	33.36	59.435	57.345	35.52	83.54	80.1	55.05	28.36	14.86	29.935	51.25	20.24	-12.04	19.69	38.86	-2.82	47.89	11.31	80.135	36.74	83.215	79.785	62.895	25.01	12.55	35.94	27.77	29.83	13.74	3.55	16.83	32.65	7.06	73.83	33.14
514.04	465.47	617.75	529.675	541.78	537.87	472.1	499.88	489.27	439.81	827.7	286.32	547.03	514.025	606.465	413.53	531.28	826.095	624.16	527.61	671.76	649.6	514.125	336.33	579.19	588.545	349.11	742.545	721.68	362.64	473.86	346.77	475.83	409.45	395.065	455.01	358.67	423.06	609.4	474.1	441.83	395.72	288.95	532.43	334.91	417.725	359.58	421.74	351.49	535.69	440.58	558.3	530.1	522.37	411.445	570.12	417.87	507.29	414.16	523.74	627.783	398.003	652.17	529.23	515.49	480.895	449.24	489.79	558.033	461.8	466.81	735.56	455.41	687.2	465.14	369.72	450.67	433.65	425.365	450.47	531.45	504.545	458.27	538.59	541.22	645.57	462.395	609.65	488.01	565.82	484.55	505.94	335.32	594.8	478.92	492.89	593.42	470.16	371.51	361.92	223.8	340.13	409.51	452.845	322.855	397.86	318.06	423.35	429.1	360.28	343.6	537.09	552.65	583.015	483.51	241.02	595.36	596.14	333.53	461.36	575.94	630.73	539.62	470.48	622.77	666.865	359.125	564.31	508.2	570.8	478.22	654.16	594.32	423.82	505.43	626.98	721.02	455.39	508.64
64.01	88.75	216.33	127.43	195.21	115.64	191.82	111.51	82.1	224.64	189.38	62.635	215.2	125.8	192.545	160.47	365.09	59.26	174.7	92.365	179.145	41.95	105.93	118.2	110.49	88.16	97.84	141.105	67.47	27.26	127.84	122.2	228	167.37	108.97	138.29	126.44	121.34	145.21	119.55	85.78	85.93	213.58	177.02	117.38	70.84	108.44	150	138.74	178.63	70.13	99.46	119.94	73.28	196.625	185.11	205.29	348.41	113.8	83.54	145.363	78.235	126.38	261.245	230.15	139.335	243.05	92.12	105.19	146.81	132.24	65.935	67.05	142.23	117.78	300.9	180.81	312.5	128.115	81.32	76.375	130.265	155.74	166.47	134.03	225.43	253.05	172.92	95.71	264.19	146.31	126.65	37.02	200.18	127.865	86.5	174.72	184.94	150.815	123.555	166.36	121.41	480.41	117.03	97.24	210.775	164.91	414.105	231.21	77.91	115.75	182.49	232.48	73.01	164.63	69.44	227.32	113.6	90.36	57.97	336.27	35.01	115.03	102.94	67.335	164.05	57.955	192.73	144.26	113.87	125.91	259.7	117.73	50.32	243.4	244.19	198.48	57.2	115.97
91.59	125.9	157.425	247.35	437.7	240.7	275.73	307.35	190.675	246.98	55.39	112.68	179.84	128.925	138.885	141.04	126.69	108.305	247.35	127.235	163.03	81.9567	141.025	149.72	198.4	110.46	142.87	78.54	80.73	84.63	159.97	70.99	80.01	341.32	172.83	62.98	139.46	138.59	316.75	116.72	172.98	104.56	108.55	224.81	201.2	190.975	177.42	183.49	189.19	140.51	129.93	92.34	171.6	135.9	401.735	308.62	63.17	189.5	226.55	181.22	136.02	96.365	199.64	109.32	268.31	543.23	212.78	159.65	135.05	472.74	97.22	130.62	117.93	137.61	166.04	230.39	271.595	104.77	138.565	148.445	169.3	129.61	138.12	479.26	179.46	141.04	331.025	133.93	152.42	214.43	239.58	177.12	128.35	213.46	159.095	195.8	84.89	128.4	144.9	70.32	73.17	173.81	101.96	177.95	70.59	190.94	115.695	171.07	98.87	223.27	124.8	131.1	146.02	145.7	138.46	103.35	494.76	57.25	125.82	138.48	146.01	77.46	103.34	129.095	133.22	69.11	75.535	148.88	178.13	233.64	259.59	210.79	386.76	69.03	45.18	214.43	276.44	107.87	127.54
131.37	122.72	126.795	193.69	167.95	223.18	115.525	252.38	250.115	152.89	53.12	126.83	161.01	179.515	132.945	53.5	107.68	110.955	207.285	279.87	138.01	38.9567	327.535	286.16	284.2	129.3	146.585	31.3	143.29	240.68	138.98	57.97	244.95	84.82	97.54	40.9	67.42	236.08	221.28	41.26	42.26	225.25	96.47	262.64	134.34	194.345	122.03	27.22	167.72	201.97	175.34	93.36	52.4	94.78	103.79	164.78	215.82	70.01	157.02	129.13	68.95	176.238	210.4	192.37	155.81	303.365	143.57	80.41	111.3	203.13	175.56	101.34	147.51	161.86	117.78	204.36	151.55	217.73	243.39	105.27	89.03	117.01	202.38	147.29	198.33	110.62	174.44	179.75	75.17	142.86	137.46	118.57	5.51	232.07	232.15	205.68	317.49	239.79	203.765	60.775	58.85	254.31	81.545	79.265	50.205	201.1	103.495	201.835	72.23	117.31	57.77	162.91	111.65	301.02	41.44	117.09	119.51	124.66	136.12	110.74	133.89	73.51	151.775	73.745	104.515	31.415	84.875	172.54	118.29	203.82	143.39	142.12	291.52	66.23	60.14	65.09	268.17	39.15	10.77
