NL1179	NL1675	NL1698	NL1884	NL2378	NL2562	NL268	NL279	NL3104	NL3681	NL4083	NL4353	NL504	NL6084	NL6853	NL6943	NL7530
83.68	108.16	106.61	111.34	103.73	123.88	86.57	135.86	105.66	95.57	116.89	123.13	97.96	103.54	109.67	80.9	45.72
0.71	4.38	50.01	-19.85	44.71	38.71	5.93	23.96	54.26	40.26	32.3	6.17	-5.06	26.23	21.74	31.85	18.52
20.16	-3.66	65.36	-8.3	16.54	29.79	21.89	36.9	21.41	1.14	9.74	27.35	-3.7	18.87	15.17	4.17	13.84
19.31	43.78	91.27	40.25	80.61	64.02	39.61	45.22	41.43	47.06	45.68	52.46	16.78	42.78	35.71	54	33.53
138.92	167.84	210.17	125.29	132.88	95.39	78.6	87.76	122.55	93.02	109.34	158.52	221.07	74.99	131.86	152.14	136.7
494.16	328.94	396.8	134.6	163.82	389.42	183.89	627.1	399.79	296.49	276.35	291.31	1281.21	295.91	287.24	418.77	267.2
343.67	359.37	326.05	324.9	375.24	400.44	216.59	276.58	398.15	336.94	392.3	416.03	204.61	401.15	325.09	291.64	337.68
360.24	473.26	439.78	552.02	475.58	431.26	467.68	486.1	526.28	516.61	557.11	553.27	563.52	467.59	463.44	547.02	416.69
-19.56	-12.51	54.81	-5.22	-12.46	3.09	1.49	22.11	-3.41	-26.06	-3.61	-12.67	-22.82	-8.7	-0.44	0.21	25.09
520.02	440.63	355.7	516.86	360.27	650.74	152.06	339.59	601.35	564.82	504.21	389.5	376.83	422.65	492.3	512.73	463.74
73.5	59.06	108.53	56.45	81.47	65.51	64.42	84.98	71.11	64.93	59.07	69.73	72.03	40.94	39	46.09	98.24
1010.95	1020.23	761.77	822.08	1156.02	764.5	741.68	1364.17	998.02	859.83	1016.22	763.04	1267.38	1008.45	770.63	815.68	1473.44
946.79	825.87	648.2	1128.78	735.89	667.32	574.71	902.19	1151.61	998.21	1110.23	741.09	1344.88	1008.45	695.39	782.84	1511.49
-20.41	-26.99	49.05	85.81	135.46	-19.11	49.36	15.64	-66.54	-39.65	-61.99	-29.94	0.4	-19.73	-41.54	-30.63	-56.47
519.12	326.48	229.34	421.38	408.82	328.45	264.27	316.42	375.98	332.64	278.9	355.86	260.28	319.14	423.07	317.84	328.28
-26.32	-22.16	49.05	-58.32	-51.67	-27.24	-22.45	-2.84	-34.59	-8.21	-12.79	-40.14	-45.37	17.95	-30.85	-13.23	7.27
-1.82	-24.58	33.7	-41.4	-7.34	11.24	-32.21	-49.96	-29.79	110.9	75.81	6.17	-20.77	84.2	15.17	115.72	84.17
-28.01	-11.71	30.82	-42.17	-7.34	-75.18	-1.17	-29.64	-44.97	-43.9	-47.82	-26.01	-22.82	-39.02	-16.06	-2.95	-18.98
351.51	373.4	344.22	533.19	414.13	418.59	330.41	242.31	363.67	352.47	294.19	362.26	210.78	329.38	293.82	273.39	211.79
62.48	-6.88	66.32	11.73	8.86	55.08	121.98	72.96	17.4	30.05	9.74	-0.11	-4.38	51.98	6.95	1	3.52
594.62	521.27	1057.91	431.03	230.28	539.41	316.31	753.19	445.93	711.69	412.88	871.3	678.85	754.08	318.51	456.17	395.05
1291.05	978.59	1575.13	1135.93	905.06	1474.63	477.34	1116.72	1368.16	1217.34	1293.07	1189.62	577.26	1144.89	1042.02	1389.62	692.77
208.11	158.96	192.92	253.16	184.49	309.84	115.78	232.12	195.17	149.26	299.29	227.13	136.19	280.13	230.5	241.67	202.4
-0.13	0.36	61.52	-6.76	31.9	27.57	23.66	11.95	11.8	9.64	35.65	57.17	3.81	43.7	42.29	24.73	17.59
66.72	72.74	108.53	95.09	48.13	84.92	44.04	28.58	38.23	40.26	72.46	91.71	96.59	24.39	101.45	54	34.46
-52.49	-31.82	45.21	-23.7	-18.43	-5.79	7.7	34.13	47.05	8.79	44.01	5.38	37.25	-26.16	-63.73	29.48	-6.79
448.93	513.66	314.57	479.47	517.76	496.67	299.56	341.45	557.92	517.49	494.7	460.42	483.28	439.49	428.83	441.05	329.22
149.14	65.5	117.17	88.13	90.88	103.62	108.7	58.17	80.75	121.98	58.23	134.14	61.8	73.15	74.34	37.39	95.42
25.23	37.35	113.33	48.74	68.64	80.44	95.42	64.64	114.51	50.46	116.89	83.86	45.43	28.06	124.46	83.27	62.6
756.74	617.69	616.88	528.28	506.07	1162.44	124.63	519.49	557.92	769.79	775.68	687.36	520.39	649.51	829.37	1060.83	240.9
1295.99	1201.16	1003.92	816.94	816.62	1160.64	2741.03	1380.38	1110.11	1445.5	646.13	785.91	1825.21	913.05	1721.07	1491.97	933.36
122.75	84.01	118.13	83.49	109.73	130.64	84.8	97	87.17	128.8	112.7	105.06	114.34	123.82	150.76	129.97	125.44
81.13	104.13	128.68	98.18	137.18	96.14	150.29	112.73	95.21	67.48	88.38	82.29	47.48	85.12	28.32	67.45	85.1
18.46	3.57	63.44	11.73	18.25	41.68	13.91	35.98	19.8	0.29	17.26	6.17	5.86	31.74	32.43	29.48	24.15
74.35	81.59	101.82	58	97.73	68.49	88.34	57.24	57.47	53.01	80	79.15	63.17	95.25	38.18	90.39	56.03
528.96	385.8	475.08	485.95	477.37	543.46	227.19	264.54	660.07	513.99	518.93	491.24	361.46	481.66	409.89	531.07	327.34
119.35	49.41	109.49	99.73	99.44	221.48	75.94	155.29	145.91	149.26	156.39	123.13	86.36	181.97	160.62	112.55	110.43
309.79	216.4	275.32	271.23	276.28	265.87	161.79	260.83	313.78	267.29	306.09	294.49	186.79	252.3	297.94	165.6	321.7
405.76	301.9	180.46	376.56	129.45	68.49	368.29	224.71	156.4	113.46	166.49	116.84	41.34	126.59	54.61	56.37	71.04
287.28	231.82	291.59	239.04	196.57	351.82	142.33	228.42	315.41	207.34	243.3	257.99	169.68	183.82	271.61	172.73	162.98
467.51	402.36	340.4	350.29	433.66	347.92	416.69	365.55	430.25	218.46	261.09	332.7	436.52	268.99	202.54	236.12	303.85
31.15	72.74	75.91	46.42	120.01	58.06	307.49	67.41	63.09	19.85	33.97	35.98	5.18	46.46	34.89	46.88	35.4
196.12	183.2	187.17	172.67	158.66	77.45	218.36	160.84	87.17	144.14	107.66	55.6	325.97	157.03	104.74	150.55	211.79
1588.78	1221.26	2016.79	1514.95	1981.59	1231.78	1194.1	704.99	1441.74	1599.84	1308.59	1564.45	771.99	1722.7	1163.49	1291.38	800.33
878.46	535.67	1035.59	859.92	762.06	899.64	411.42	617.82	880.54	963.44	1160.13	1177.12	436.52	847.76	958.46	713.2	239.02
87.92	58.26	141.14	74.22	84.03	74.46	52.02	82.21	91.99	58.97	100.11	90.14	38.61	66.7	70.23	62.7	113.25
118.5	53.43	144.98	69.58	107.15	155.5	35.18	104.4	141.88	103.23	129.49	134.14	64.53	115.52	132.68	88.81	126.38
1018.65	1028.59	807.99	1273.74	965.61	977.11	1766.68	1062.57	1004.04	1129.04	1176.49	1059.22	1889.35	1025.83	969.22	1157.56	1096.34
236.43	325.66	252.33	372.57	324.29	259.73	430.76	401.71	348.11	266.44	315.45	270.67	351.01	319.14	228.03	170.35	392.23
385.59	401.53	310.74	544.64	489.01	394.93	452.74	213.6	464.93	476.45	467.07	468.52	305.86	417.04	376.12	431.5	306.67
832.32	797.27	459.82	535.64	528.58	787.37	197.15	520.42	676.9	749.19	539.74	463.66	562.8	663.73	436.25	542.24	432.68
120.2	126.69	142.1	104.38	163.82	147.96	75.94	109.95	87.17	106.64	127.81	152.23	82.95	113.68	93.24	130.76	119.81
343.67	274.13	285.85	296.44	335.68	405.17	193.62	289.55	359.58	342.98	367.48	317.56	236.19	321	349.78	209.17	270.02
556.76	641.86	354.74	529.92	606.65	697.29	281.92	453.64	535.43	520.11	372.61	383.89	478.3	347.99	476.63	856.55	277.54
70.95	6.79	97.02	41.79	30.19	90.15	31.64	60.02	111.29	81.95	80.84	69.73	27.01	74.99	67.76	65.07	54.16
501.28	439.79	397.76	491.63	489.01	399.65	479.09	393.36	377.62	407.8	434.35	406.37	521.82	407.69	323.44	279.74	538.15
56.55	63.89	68.24	70.35	39.59	64.02	130.83	129.38	107.27	77.69	93.41	49.32	125.26	74.07	77.62	8.91	62.6
871.85	752.89	452.18	709.91	715.4	853.96	1012.56	921.59	792.78	896.97	782.77	739.4	1192.89	836.27	782.21	759.62	821.09
514.66	179.16	319.35	295.65	309.42	225.3	182.13	248.79	335.84	320.58	244.15	449.1	208.04	475.09	232.96	198.08	337.68
207.25	74.35	178.54	92	163.82	235.99	181.24	217.31	169.31	179.99	213.71	186.09	174.47	218.96	120.35	196.49	115.12
410.15	450.65	450.28	378.16	493.5	473.44	189.2	226.56	497.22	393.08	424.9	502.63	245.13	458.22	432.95	348.02	214.61
220.11	292.9	256.16	288.55	192.25	197.89	160.9	285.84	208.93	261.29	258.55	208.18	165.58	276.41	152.41	127.59	312.3
546.88	738.77	512.25	641.25	361.15	487.85	448.34	744.85	635.71	627.38	486.06	367.06	594.65	486.35	415.65	474.49	573.01
866.19	694.89	575.07	839.25	400.85	767.88	649.11	557.53	1414.92	550.78	750.89	657.33	507.52	390.88	602.04	922.26	278.48
1920.66	1468.25	2136.82	1614.39	1789.16	2545.59	555.43	1094.71	1887.62	1897.83	1664.87	2296.33	997.14	2016.63	1794.66	1985.64	954.1
426.87	987.82	318.39	698.13	514.16	150.97	535.26	456.42	703.87	410.4	224.7	143.57	848.53	167.19	124.46	536.65	92.61
54.01	52.63	98.94	77.31	66.07	70.73	80.37	60.02	84.76	59.82	77.49	77.58	70.67	78.67	29.96	78.52	68.22
4174.17	4124.13	4687.86	4324.1	3560.6	3788.98	3778.75	4298.96	4249.93	3952.04	4496.41	3877.37	3025.86	4435.92	3611.06	3919.04	4380.82
664.63	318.28	563.66	355.06	375.24	756.9	349.8	730.94	648.3	819.21	591.94	668.16	433.7	613.53	752.43	630.85	472.22
241.59	213.97	230.3	356.65	217.3	191.06	242.2	235.82	314.6	216.75	280.6	273.05	62.49	271.78	259.28	175.89	181.75
1764.63	1363.39	1160.7	1669.72	1163.91	1769.23	846.17	1490.57	1356.9	1888.35	1527.92	1436.29	1790.59	1443.06	1995.08	1268.34	1230.66
1627.77	1846.9	1249.9	1824.69	1816.32	1796.95	1170.1	1298.17	1767.87	2145.73	1903.58	2365.14	1858.13	1740.98	1892.26	1683.25	1528.18
199.54	181.58	163.2	219.48	194.84	239.04	150.29	187.68	229.99	174.86	214.56	144.36	202.55	181.97	209.94	189.36	195.83
284.69	500.16	404.45	558.58	476.47	497.48	488.75	354.42	718.23	239	725.27	699.91	680.33	379.68	188.57	275.77	342.38
32.84	23.68	49.05	34.08	25.93	40.2	67.08	68.34	23.01	19	59.07	6.17	52.94	20.71	17.64	42.92	44.78
174.74	211.54	165.12	80.4	138.89	120.12	173.28	159.91	148.33	102.38	165.65	116.84	233.44	125.66	68.58	90.39	154.53
6.63	30.92	94.14	24.06	9.71	24.6	185.66	32.28	31.82	-12.46	6.4	37.55	60.44	17.03	-18.52	23.94	56.97
112.55	158.96	67.28	138.48	70.35	82.68	209.52	126.6	112.09	77.69	77.49	89.35	160.79	65.78	-41.54	70.61	59.78
36.23	15.64	74	29.45	53.25	64.77	13.02	38.75	64.69	34.3	61.58	26.57	22.24	73.15	70.23	60.33	14.77
89.61	49.41	113.33	43.33	100.3	169.85	47.59	142.33	192.74	101.53	165.65	84.64	103.42	99.86	173.77	202.04	98.24
262.25	439.79	222.63	214.79	848.82	197.13	282.8	189.53	151.56	227.87	129.49	171.91	365.65	553.12	126.11	436.27	60.72
97.25	114.6	114.29	105.15	73.77	124.63	75.94	197.86	96.81	89.61	69.11	85.43	48.84	135.81	99.81	72.98	96.36
946.79	694.02	510.35	980.85	682.94	728.27	400.86	1005.52	1016.09	1191.26	476.56	1147.72	499.66	874.62	644.16	814.08	612.6
66.72	24.48	109.49	40.25	37.88	111.87	22.77	100.7	83.96	58.97	71.62	95.64	23.6	82.36	85.84	99.1	69.16
806.1	1201.16	771.21	1624.53	961.75	1355.4	320.72	513.93	859.19	880.65	946.05	850.71	562.8	1087.73	1370.12	1100.83	335.8
6.63	-14.12	62.48	-12.92	56.67	38.71	28.09	1.78	40.63	8.79	28.12	32.85	20.19	10.6	71.87	1	36.34
77.74	47	92.22	63.4	48.13	31.28	82.14	14.72	23.01	91.31	34.81	79.93	57.71	97.09	114.6	53.21	44.78
496.83	431.46	352.83	430.22	377.89	554.01	237.79	428.6	483.14	337.81	364.92	437.79	269.24	386.21	479.11	332.92	264.38
114.25	154.11	183.33	201.51	153.5	90.15	153.83	222.86	155.59	118.57	234.84	108.99	188.16	142.27	90.77	139.47	244.66
11.7	-5.27	57.68	12.5	2.89	17.92	27.2	39.68	31.82	5.39	24.78	20.29	15.41	11.52	6.95	13.66	19.46
257.08	249.7	212.09	256.3	257.16	294.37	175.05	251.57	240.54	202.21	243.3	282.58	255.45	247.67	297.94	259.91	197.71
11.7	23.68	84.55	32.54	16.54	35.74	31.64	31.36	31.02	8.79	27.29	17.15	44.07	43.7	25.03	20.78	29.77
21	-35.84	76.87	32.54	13.13	-13.93	28.09	60.02	11.8	41.96	38.15	18.72	29.74	46.46	60.37	61.12	60.72
152.55	129.11	118.13	162.56	175.87	209.3	129.06	171.02	171.73	171.45	132.85	148.29	110.92	152.42	145.83	95.93	86.98
98.95	40.57	128.68	91.22	88.31	170.61	44.93	98.85	129.8	58.12	133.69	105.85	20.19	47.38	79.27	60.33	74.79
54.85	28.5	75.91	27.14	58.38	48.38	35.18	61.87	39.83	64.08	85.86	82.29	47.48	61.18	86.66	16.82	81.35
93.01	69.52	147.86	81.17	95.16	99.88	60.88	98.85	87.97	80.24	93.41	99.56	76.81	112.76	82.55	75.36	92.61
106.6	100.11	142.1	112.89	107.15	78.2	94.54	115.5	132.22	89.61	100.95	79.15	108.19	70.39	47.22	80.9	198.65
-4.36	-9.29	34.65	-9.84	-24.4	-1.35	105.16	18.42	-17	-20.11	-31.98	-0.9	63.17	-4.11	-17.7	-25.88	20.4
76.89	43.78	121.96	93.54	64.36	147.96	32.52	90.53	39.83	36.85	45.68	53.25	75.45	35.42	81.73	79.31	21.34
77.74	69.52	113.33	20.97	56.67	115.62	38.73	84.06	59.88	75.14	104.31	69.73	45.43	73.15	91.59	86.44	84.17
977.37	850.12	731.54	739.45	1006.26	700.63	785.26	759.67	634.03	674.33	1068.59	942.96	863.05	975.64	665.64	687.6	675.79
985.03	985.05	867.26	1379.3	1029.58	1107	977.98	1410.06	1666.45	1119.78	1413.64	1023.2	1213.87	1362.42	699.52	676.41	1174.36
205.54	411.49	254.25	218.69	436.33	288.97	180.36	216.38	159.62	217.6	219.62	243.74	165.58	276.41	199.26	213.93	97.3
198.69	202.62	204.42	212.44	200.02	257.43	239.55	264.54	252.72	188.53	283.14	225.55	202.55	238.4	213.23	263.88	177.99
-47.42	-74.47	50.01	-69.09	6.3	-36.1	17.45	-18.55	-60.15	-66	-3.61	-66.06	-37.85	-77.58	-44.83	-55.93	-67.72
285.55	237.5	344.22	255.52	290.22	345.58	183.89	187.68	431.08	434.7	304.39	288.93	195.01	224.51	300.41	697.2	138.58
22.69	24.48	69.2	32.54	25.93	26.08	34.3	33.21	11.8	6.24	23.95	38.34	23.6	0.49	18.46	23.94	41.96
250.19	178.35	337.53	118.32	239.81	205.49	115.78	180.28	226.75	390.49	309.49	135.71	307.25	272.7	267.5	286.88	323.58
61.63	13.22	99.9	60.31	51.54	87.91	92.76	74.81	72.72	44.51	92.57	61.09	64.53	76.83	62.83	66.66	71.04
121.9	96.08	79.75	108.25	106.3	124.63	132.6	246.01	131.41	188.53	151.34	97.21	112.97	127.51	162.27	153.72	155.47
334.97	229.38	255.21	297.23	329.55	355.72	254.56	260.83	303.99	275.88	284.84	397.53	259.59	235.63	266.68	202.04	350.85
223.55	194.53	152.65	231.99	238.94	257.43	411.42	258.05	145.91	216.75	163.12	227.92	179.94	223.59	135.15	111.76	228.69
61.63	29.31	72.08	31.77	44.71	42.43	175.94	95.16	39.03	24.95	23.95	34.41	33.84	61.18	29.14	24.73	41.96
-6.89	-25.38	64.4	-23.7	-7.34	20.88	-5.6	27.66	12.6	-5.66	1.39	12.44	-13.94	4.16	0.38	2.59	4.46
836.08	836.63	1160.7	754.7	678.32	725.75	167.98	854.11	692.06	1117.93	822.73	903.16	680.33	1014.24	826.06	772.43	1149.93
2673.15	2642.86	2899.74	2559.49	2482.04	2479.85	1843.32	2697.13	2975.19	2694.08	3007.62	2123.6	2055.84	3132.33	2876.7	2010.04	2918.96
1068.84	1296.37	826.82	1161.91	1014.99	929.13	858.34	1440.55	1336.11	1251.88	1367.03	1033.72	781.78	1360.48	1182.47	741.21	1510.57
17.62	-11.71	68.24	104.38	26.78	107.37	42.27	51.7	109.68	15.6	69.11	57.17	65.21	6.92	116.25	76.15	24.15
549.57	577.38	509.39	703.18	449.68	462.26	359.49	476.82	639.06	468.61	577.99	503.44	452.07	440.42	256.81	570.96	460.92
229.56	139.59	273.4	136.15	181.04	230.64	121.09	154.36	125.77	188.53	127.81	216.86	106.15	234.7	139.26	204.42	82.29
-7.74	-41.47	38.49	5.56	-21.84	-10.97	101.62	25.81	3.8	-20.11	12.25	-34.65	34.52	-19.73	-2.91	1.79	4.46
322.81	295.36	255.21	264.94	349.72	347.14	217.47	366.47	341.57	295.63	330.78	231.09	262.34	239.33	242.83	374.24	229.63
50.62	43.78	79.75	29.45	102.87	106.62	420.21	221.93	37.43	51.31	76.65	32.06	56.35	26.23	87.48	74.57	24.15
266.56	227.76	271.49	282.25	226.82	265.87	179.47	136.78	237.29	209.9	295.89	359.86	236.88	247.67	275.73	233.74	304.79
240.73	266.79	228.38	191.37	188.8	146.45	224.54	257.13	254.34	170.6	250.92	183.73	168.31	178.27	133.5	189.36	351.79
150.85	329.76	268.61	390.94	342.7	174.39	397.34	286.77	531.27	194.51	478.29	245.32	247.19	390.88	246.12	239.29	664.47
0.71	-19.75	34.65	-9.07	0.33	9.02	7.7	21.19	-3.41	-16.71	7.24	-5.6	-10.53	-3.19	-11.95	1	54.16
-26.32	2.77	41.37	-17.54	-14.17	-22.81	8.59	24.89	-9	-25.21	1.39	-22.09	-12.57	17.95	-15.24	11.29	-34.91
51.47	72.74	122.92	91.22	37.02	36.48	101.62	129.38	67.9	87.91	79.16	54.82	92.5	105.38	73.51	79.31	171.42
39.61	28.5	134.43	34.08	50.69	82.68	90.99	139.56	110.48	44.51	61.58	46.18	54.98	58.42	144.19	65.07	149.84
874.68	1345.86	1082.05	1759.21	949.22	1049.28	1668.76	1004.6	1187.96	1426.62	994.59	684.02	1274.7	777.93	1272.32	1219.78	943.73
1064.97	1627.76	1167.16	1536.11	1320.99	1117.7	761.74	692.01	1301.45	1188.46	1588.22	715.85	1276.32	1069.34	1712.24	1536.59	832.41
293.34	649.65	327.96	433.44	436.33	236.75	260.74	275.65	286.06	461.65	470.52	62.66	403.45	301.48	627.64	934.28	117
408.39	266.79	310.74	146.24	357.63	263.57	50.25	433.23	288.5	289.62	596.3	192.4	110.92	638.14	162.27	277.36	203.34
163.64	92.06	159.36	92	101.16	223.01	41.39	253.42	119.33	151.82	152.18	145.93	114.34	115.52	159.8	223.44	113.25
135.51	160.57	179.5	125.29	129.45	134.4	84.8	216.38	121.75	160.35	138.73	171.91	91.82	109.99	199.26	186.98	111.37
368.97	314.18	290.64	335.99	339.19	373.72	406.14	239.53	332.57	336.94	297.59	346.27	380.32	269.92	289.71	301.17	393.17
534.33	545	514.16	561.87	463.06	444.75	560.69	399.85	552.08	554.29	505.08	496.12	572.92	493.86	507.14	472.9	612.6
84.52	26.9	104.7	28.68	83.18	70.73	11.25	107.18	79.14	20.7	72.46	33.63	22.92	66.7	101.45	29.48	24.15
99.8	105.74	83.59	145.46	78.05	114.87	51.13	91.46	105.66	103.23	111.86	119.99	80.9	112.76	102.28	162.43	132.95
431.27	411.49	457.91	580.79	520.47	561.32	464.16	441.58	479	518.36	493.83	532.8	486.84	474.15	529.41	544.63	424.21
0.71	5.99	45.21	20.97	8.86	14.95	1.49	13.8	32.62	11.34	14.76	4.6	12.68	19.79	9.42	15.24	6.33
28.61	40.57	59.6	25.6	8.86	26.82	36.95	38.75	45.44	12.2	51.54	17.15	16.1	45.54	29.96	13.66	46.65
65.87	125.08	114.29	155.56	132.88	51.36	122.86	86.83	140.27	87.06	154.71	65.02	166.94	84.2	159.8	141.84	73.85
70.95	73.55	116.21	90.45	87.46	85.67	177.7	134.01	83.96	62.37	84.19	105.06	71.35	75.91	104.74	56.37	100.11
308.06	279.02	234.13	331.24	442.56	394.14	190.96	351.64	268.16	279.31	376.03	374.27	200.49	297.77	227.21	250.39	192.07
111.7	87.23	169.91	64.95	110.58	173.63	29.86	67.41	75.93	70.03	86.7	97.99	44.75	56.58	114.6	145.8	23.21
195.26	210.73	138.27	328.07	269.32	229.11	193.62	187.68	137.86	197.93	212.02	164.03	156	189.36	202.54	117.3	73.85
37.08	26.09	84.55	49.51	43	54.33	73.28	61.87	65.49	24.1	54.05	46.18	44.75	42.78	64.48	28.69	78.54
173.89	89.64	172.79	95.09	97.73	163.05	90.11	161.77	205.69	136.47	170.7	101.13	144.38	166.27	153.23	144.22	170.49
255.36	273.31	263.83	311.45	352.36	226.82	186.54	274.73	403.91	348.15	278.9	191.61	213.52	378.75	309.46	126.8	380
779.05	645.32	847.52	765.74	923.27	834.24	436.04	500.01	945.62	1283.69	1180.12	1277.56	1621.95	1217.67	610.29	586.92	1564.27
1178.88	870.87	882.29	755.55	1271.07	1080.31	589.6	786.54	1158.53	1667.23	1317.71	1493.86	2054.22	1583.67	829.37	894.21	1609.52
72.65	88.03	104.7	16.35	91.74	63.27	79.48	93.31	108.07	48.76	111.86	61.88	76.81	96.17	66.12	58.74	90.73
198.69	60.67	124.84	188.25	242.41	233.69	55.56	119.2	137.05	119.42	122.77	134.14	70.67	139.5	147.47	198.08	58.84
272.6	185.63	188.13	239.83	167.26	163.05	427.25	324.76	275.48	272.44	211.18	210.55	338.48	265.28	219.81	158.47	480.69
1459.92	1350.72	998.33	1236.63	1258.13	541.03	1538.98	2157.49	718.23	864.35	1775.89	1053.94	1314.63	1907.56	702	1192.68	1409.24
84.52	109.77	113.33	121.42	67.78	141.93	68.85	73.89	109.68	93.02	99.28	97.21	46.8	71.31	131.86	57.95	48.53
110.85	34.94	112.37	93.54	80.61	122.38	37.84	98.85	67.1	44.51	153.03	65.02	63.17	101.7	76.8	107.8	101.99
-5.2	-0.45	77.83	9.41	10.57	15.69	30.75	23.96	8.6	6.24	15.59	4.6	41.34	14.27	10.24	-2.95	38.21
205.54	257.83	183.33	211.66	293.71	320.69	149.41	231.19	278.73	239	267.87	265.92	225.88	239.33	386	333.72	156.41
-8.58	-20.55	25.06	-25.24	30.19	-1.35	15.68	24.89	-5.01	-9.91	-21.14	35.2	14.73	6	28.32	1.79	11.02
2311.97	2587.18	2189.46	2410.62	2138.39	2295.59	1681.15	3086.33	2363.24	1753.64	2683.01	1955.05	1736.1	2362.03	2381.01	2429.87	2744.59
15.93	10.81	72.08	7.87	28.49	29.05	13.02	25.81	34.22	14.75	28.12	16.37	2.45	30.82	17.64	34.22	44.78
48.93	22.87	85.51	49.51	80.61	99.88	114.01	83.13	52.66	41.11	49.86	60.31	42.02	60.26	74.34	39.76	28.84
42.15	27.7	96.06	48.74	61.8	58.8	97.19	68.34	63.09	33.45	50.7	66.59	42.02	43.7	87.48	36.59	38.21
-17.87	-39.06	53.85	-39.86	-27.81	-16.15	-32.21	-0.99	-9	-24.36	-12.79	-10.31	-19.4	-3.19	-6.2	-0.58	-11.48
78.59	48.61	97.02	63.4	54.11	58.06	59.11	73.89	71.11	33.45	53.21	29.71	47.48	62.1	22.57	28.69	72.91
-12.81	-19.75	26.98	3.25	-12.46	-4.31	38.73	22.11	-6.61	-15.86	4.73	-20.52	20.87	-0.43	-15.24	0.21	4.46
48.08	34.94	61.52	69.58	54.96	23.11	90.11	36.9	55.06	37.7	61.58	23.43	123.89	44.62	39.82	38.18	62.6
545.98	988.74	329.88	600.6	249.35	508.73	121.09	1029.46	295.84	490.41	174.07	274.64	338.48	268.06	447.79	1128.01	56.03
70.11	51.83	133.47	60.31	77.19	104.37	35.18	63.71	91.99	72.58	69.11	92.49	21.55	80.51	78.44	44.5	66.35
39.61	40.57	113.33	37.16	40.44	43.17	48.47	66.49	76.73	41.96	78.32	28.92	74.08	24.39	52.97	90.39	67.28
880.35	810.65	529.4	780.21	701.47	1057.25	472.07	737.43	634.87	719.71	614.63	520.56	682.54	693.16	981.63	1391.2	339.56
33.69	21.27	73.04	39.48	39.59	26.08	46.7	45.22	48.65	48.76	47.35	42.26	52.94	51.98	44.75	53.21	78.54
151.7	106.55	109.49	102.83	159.52	146.45	83.02	126.6	138.66	134.76	187.55	142.79	127.31	120.13	158.98	155.3	138.58
119.35	142.82	76.87	178.12	65.22	105.12	178.59	191.38	126.58	88.76	114.38	72.87	252.7	93.41	77.62	98.31	105.74
147.44	183.2	144.98	221.82	212.98	208.53	254.56	180.28	200.02	170.6	211.18	185.3	201.18	186.59	169.66	245.63	178.93
-5.2	-20.55	47.13	-24.47	-14.17	10.5	-19.79	17.49	15.8	-12.46	-0.28	-15.81	-12.57	20.71	-2.91	5.75	11.02
548.68	594.5	358.57	443.1	465.74	407.53	387.66	467.55	372.69	555.16	314.6	382.28	659.69	544.64	320.98	451.4	348.97
-19.56	4.38	23.14	-17.54	-10.76	-33.15	2.38	-4.69	-15.4	-21.81	6.4	-19.73	-33.07	-4.11	-19.35	-43.28	25.09
115.95	73.55	71.12	56.45	112.3	108.12	164.44	121.98	124.16	86.2	77.49	20.29	22.92	83.28	52.97	33.43	32.59
510.2	308.45	312.65	335.99	368.19	570.28	273.09	400.78	310.52	511.37	492.97	494.49	365.65	351.72	549.21	604.49	374.36
226.98	358.55	272.45	324.9	325.17	291.28	167.09	246.94	230.8	241.57	246.69	220.02	309.33	213.41	301.23	205.21	144.21
136.37	117.02	188.13	133.82	174.15	237.52	49.36	103.48	151.56	110.05	228.92	221.6	104.78	192.14	162.27	160.85	107.62
149.14	192.91	124.84	207.75	144.05	172.88	167.98	195.09	247.03	210.76	162.28	145.15	131.4	125.66	91.59	138.67	163.92
365.47	386.62	357.61	451.97	634.12	645.78	218.36	291.4	478.17	472.97	495.56	590.25	219.01	462.9	395.89	467.32	340.5
37.08	54.24	97.02	98.18	143.19	120.12	77.71	74.81	102.44	124.53	101.79	79.93	36.56	116.44	70.23	100.68	49.47
15.08	9.2	63.44	5.56	7.15	32.76	6.81	35.98	43.04	14.75	16.43	9.31	-2.33	14.27	17.64	24.73	15.71
57.4	47.8	97.02	101.28	109.73	64.77	54.68	43.37	36.63	103.23	46.52	54.82	47.48	109.99	52.97	70.61	39.15
-10.27	-3.66	24.1	-16.77	-18.43	-25.02	13.02	-0.07	-4.21	-31.15	-20.3	-37.79	35.2	-20.65	-17.7	15.24	12.9
637.26	547.55	486.52	603.08	588.41	465.46	449.22	470.33	808.93	661.02	468.8	684.85	319.73	628.67	464.27	535.06	208.97
76.89	85.62	108.53	142.36	147.48	179.69	72.4	87.76	120.14	109.2	178.28	159.31	56.35	163.5	158.98	118.88	117
29.46	17.25	56.72	-20.62	49.84	32.76	31.64	43.37	20.61	1.14	-0.28	-22.09	-0.29	34.5	-18.52	23.94	46.65
-32.23	-33.43	11.62	-45.25	-47.41	-44.96	-17.13	-17.62	-2.61	-33.7	-41.99	-38.57	42.7	-17.89	-44	-17.18	8.21
-2.67	-7.68	21.22	-6.76	-6.49	5.31	18.34	-0.07	3.8	11.34	8.07	-5.6	-4.38	16.11	26.67	-10.86	28.84
168.76	43.78	179.5	34.85	154.36	181.2	92.76	159.91	184.66	145.85	176.6	83.07	156.69	182.89	156.51	55.58	153.59
