COID1429	COID2260	COID3580	COID4385	COID4518	COID9794	COID10	COID11	COID12	COID13	COID14	COID16	COID18	COID3	COID4	COID5	COID6	COID7	COID8	COID9
1146.92	919.34	1278.62	1971.83	773.41	1530.36	1228.66	967.41	1798.81	1808.98	1172.77	1718.94	1540.04	1507.86	1873.66	1993.61	1275.95	1230.75	794.63	1497.69
1059.94	363.47	1520.68	345.29	589.55	344.6	164.96	949.74	298.64	232.05	734.45	1508.05	1336.97	1341.2	1214.42	482.57	1070.42	511.51	173.41	1261.9
201.16	216.26	349.38	214.92	211.95	467	247.23	486.98	348.5	265.96	146.06	149.25	192.26	165.08	65.6	174.76	711.26	102.32	451.44	116.16
695.47	584.56	592.06	677.02	399.79	642.31	477.17	625.45	537.43	650.23	550.45	677.07	831.58	1005.96	866.82	695	572.79	476.76	472.94	774.28
515.46	522.74	345.96	539.66	412.19	446.68	352.64	507.44	558.35	417.9	403.56	563.89	537.76	570.85	551.25	572.21	524.59	483.71	453.23	316.04
253.54	205.57	176.18	356.14	164.41	343.93	247.23	363.57	290.98	302.3	179.97	429.99	360.53	293.13	220.22	286.66	344.97	192.58	153.8	492.43
112.1	70.5	218.36	2.09	116.91	80.27	23.57	64.77	-4.02	16.08	43.42	27.43	164.26	161.23	115.44	58.81	171.54	10.44	26.47	122.68
53.51	90.9	50.01	32.39	79.85	76.26	62.58	61.37	2.06	40.23	68.87	57.65	66.87	81.25	98	120.86	39.88	53.76	46.04	56.08
435.15	371.51	792.99	764.7	301.92	730.91	224.65	579.75	1176.9	280.49	325.72	108.79	908.43	471.33	613.06	196.81	540.65	258.6	391.45	515.21
199.04	244.77	292.66	200.94	196.32	256.38	153.19	215.77	211.42	263.54	185.06	248.04	222.92	226.73	241.02	212.33	211.92	164.8	251.96	230.84
-7.82	65.18	2.63	16.85	43.48	47.6	50.79	21.96	-10.09	46.67	65.48	32.13	3.46	9.87	8.32	47.38	11.15	25.16	16.69	-6.81
298.18	242.99	389.1	326.67	197.62	310.89	163.15	179.7	398.47	294.22	274.05	421.09	359.88	424.76	624.75	291.56	224.19	237.75	225.17	438.15
261.33	249.22	249.69	422.8	304.53	314.26	244.52	197.39	405.4	304.72	239.31	378.02	331.61	276.91	291.81	230.3	235.74	256	277.87	273.04
725.36	702.84	781.87	499.44	470.25	627.33	401.13	536.09	738.13	615.41	307.93	548.06	710.65	803.15	699.92	611.28	566.94	408.97	600.19	608.7
87.38	75.82	50.68	29.28	80.5	93.61	56.23	64.09	84.9	54.72	67.17	108.12	73.35	72.81	57.3	49.01	56.4	84.98	81.63	82.13
136.82	195.78	237.42	78.22	210.65	226.82	179.44	98.08	109.25	200.59	127.4	170.19	165.56	113.53	137.88	151.89	124.72	151.78	102.11	153.86
227.35	334.88	199.98	285.55	320.84	340.56	337.36	211	261.88	211.07	243.55	224.99	188.35	184.34	166.98	274.41	203.26	268.16	291.27	221.38
135.41	86.47	153.08	111.63	85.7	60.93	155	117.8	6.61	124.8	107.04	95.32	114.86	168.16	178.62	178.02	157.85	65.03	44.26	205.4
20.37	58.97	20.22	27.73	51.92	94.28	17.22	87.88	13.45	19.3	17.97	5.28	-9.47	24.45	-6.62	41.67	126.16	13.9	51.37	-0.31
245.05	275.97	274.23	243.64	182.64	410.13	251.74	341.77	348.5	400.11	259.65	468.36	456.2	382.9	467.76	304.63	345.7	234.28	301.1	413.24
831.36	967.51	884.12	879.63	500.91	865.36	687.9	714.12	1322.15	1016.37	436.52	764.31	871.33	927.99	840.14	723.4	868.77	640.81	680.86	734.29
95.86	134.42	71	68.12	94.15	119.66	64.39	81.76	108.49	78.07	97.71	98.69	116.16	88.17	111.29	93.91	68.62	77.17	86.08	101.68
73.97	115.76	11.43	48.7	122.11	120.33	45.34	26.71	76.53	37.01	46.81	72.45	33.85	32.12	36.54	57.99	46.34	31.23	119.93	23.54
21.78	61.63	12.78	-0.24	73.36	32.28	14.5	29.43	22.56	8.04	51.05	12.66	15.74	13.71	5	47.38	5.4	39.03	17.58	12.7
11.91	66.06	50.68	-1.8	77.91	28.95	11.77	4.97	1028.9	4.01	44.27	16.02	-9.47	-2.39	-1.64	39.22	-18.28	13.04	895.73	-1.03
78.91	-43.74	56.78	-0.24	-1.29	-16.27	-28.16	246.4	62.08	-45.06	35.78	-29.57	-6.24	18.31	-44.79	49.01	119.68	18.23	70.06	57.53
384.02	175.31	104.22	604.54	478.08	470.39	551.95	320.64	805.42	426.8	157.93	122.95	262.78	111.23	122.09	760.7	473.56	115.33	282.33	135.73
54.22	41.24	16.16	0.53	68.81	36.28	9.05	51.85	59.04	-3.23	55.3	17.36	17.03	39.03	8.32	61.26	38.44	36.43	14.02	58.97
40.11	77.59	34.44	31.61	79.21	57.6	20.85	26.71	-3.26	23.33	43.42	63.03	29.97	43.63	42.35	58.81	13.3	26.9	73.62	26.43
426.62	662.52	483.85	318.14	421.97	518.55	354.44	378.57	556.02	521.49	236.77	713.05	663.11	455.8	346.81	316.88	348.6	394.19	286.8	695.83
200.45	84.69	469.41	93.76	290.83	131.69	113.34	233.47	50.68	240.93	167.26	191.14	470.76	335.66	259.34	99.63	190.28	170.88	54.93	359.12
137.53	147.75	71.68	127.94	135.77	139.71	94.31	79.04	108.49	86.93	152.84	91.29	96.04	137.38	188.6	169.04	44.9	93.65	86.08	114.71
189.13	236.75	332.29	172.21	165.71	269.16	174.91	359.48	226.7	211.07	227.45	147.23	241.21	237.53	151.18	178.84	593.99	162.2	209.1	246.84
348.53	461.86	332.29	376.3	309.75	375.66	258.06	477.43	491.01	372.61	351.11	369.15	422.49	495.41	388.5	492.36	429.91	243.83	340.45	485.82
173.58	391.18	170.07	299.52	245.84	316.96	156.81	119.84	268	355.64	168.95	417.67	211.17	122.76	173.63	253.17	159.29	196.93	151.12	236.65
208.24	104.22	229.93	141.14	55.82	-18.27	51.69	409.93	68.92	127.21	183.37	131.71	165.56	437.17	359.31	157.61	340.62	104.06	30.91	325.53
177.11	233.18	147.65	161.34	154.65	259.07	181.25	123.24	196.15	200.59	151.14	129.01	224.22	146.61	192.76	168.22	122.56	145.7	133.29	204.67
7.68	36.81	-16.3	-8.01	35.04	35.61	-0.02	14.48	-39.69	-9.66	4.39	0.59	-13.34	-0.86	-9.94	47.38	-21.87	8.7	21.13	-17.65
93.03	161.08	96.08	52.59	88.95	124.34	58.04	100.12	107.73	80.49	65.48	38.17	103.83	45.93	18.28	64.52	147.76	50.3	53.15	58.25
16.85	73.16	-0.07	5.2	40.23	59.6	14.5	27.39	3.57	41.84	34.93	1.26	11.86	28.28	2.51	50.64	-3.93	18.23	31.8	10.53
182.06	91.79	281.74	110.07	139.68	210.05	52.6	167.45	49.92	197.36	77.35	3.94	166.86	242.16	63.11	112.69	103.13	66.77	135.08	42.34
236.55	334.88	290.61	234.33	268.01	206.69	275.2	251.17	256.52	309.57	294.38	279.94	351.33	253.74	250.18	298.91	274.03	282.93	319.88	282.51
88.8	163.75	137.46	162.89	87.65	182.56	151.38	95.36	83.37	178.81	91.77	240.58	118.76	115.07	110.46	127.39	113.93	6.97	89.65	132.11
69.74	198.45	46.62	138.81	89.6	254.37	277.91	119.84	235.88	87.74	56.99	7.3	20.27	26.75	32.39	236.83	29.1	72.84	811.64	12.7
318.03	248.33	171.43	127.16	232.81	60.26	233.68	692.29	611.9	235.28	213.04	61.02	378.31	277.68	342.64	157.61	1187.26	145.7	290.38	382.51
-17.68	-13.66	10.08	-15	-23.99	-48.15	-18.17	11.08	-111.74	-41.84	-87.24	-93.15	-121.05	-82.07	-72.17	-37.48	-59.18	-62.3	-83.7	-115.81
60.57	81.14	41.88	41.71	69.46	118.99	25.39	28.07	46.88	37.82	41.72	44.22	40.32	15.24	27.41	63.71	31.97	24.3	54.93	30.04
56.34	96.23	39.17	23.07	50.62	74.93	25.39	62.73	30.92	36.21	51.9	51.61	23.5	32.12	9.98	71.05	43.47	34.7	53.15	12.7
296.06	125.53	339.12	261.49	136.43	272.52	85.24	389.47	370.02	114.32	157.93	145.88	241.86	282.31	219.38	201.71	716.41	11.3	226.95	214.84
-5	229.62	-8.19	143.47	31.8	235.55	114.25	324.73	21.8	119.16	30.69	408.77	13.15	-8.53	-25.71	127.39	265.36	79.77	464.88	1.14
88.09	194	124.57	99.2	146.19	119.66	148.66	87.2	153.43	170.74	132.49	113.51	139.55	112	92.18	134.74	106.73	124.88	75.4	153.86
130.46	78.48	273.55	51.03	174.83	141.72	28.11	183.78	126	85.32	112.98	145.88	182.49	77.41	79.72	62.89	129.76	71.1	144.88	196.68
332.22	325.06	246.96	389.48	66.86	161.8	68.02	178.34	490.24	70.02	43.42	77.83	464.14	345.72	203.58	311.16	196.05	89.31	37.14	242.47
11.21	75.82	2.63	13.74	49.32	61.59	9.96	13.12	9.65	8.84	29	19.37	-1.71	12.17	-4.13	43.3	-11.82	23.43	17.58	-4.64
205.41	139.75	174.82	392.58	299.96	270.5	76.18	252.53	100.11	276.45	134.18	65.72	184.44	139.68	184.44	225.4	295.73	93.65	80.74	296.36
100.09	193.11	68.97	410.4	165.06	226.82	145.95	121.2	294.81	163.49	317.25	52.28	89.56	72.04	108.8	310.34	86.59	167.4	231.42	23.54
61.98	165.53	41.21	137.26	119.51	108.97	69.83	84.48	99.35	102.24	118.92	89.27	125.25	108.92	76.4	137.19	73.65	131.82	129.73	105.3
146.71	134.42	135.43	156.68	144.23	152.43	108.81	163.37	197.68	122.38	121.46	131.71	175.98	156.61	140.38	139.64	153.52	114.47	152.9	179.25
98.68	185.99	83.88	156.68	168.97	202.67	146.85	174.94	152.67	209.46	121.46	217.54	198.13	159.69	158.67	160.87	191.72	111	135.97	140.8
464.99	261.71	626.61	259.94	253.01	385.12	253.55	309.74	433.13	297.45	287.61	588.01	492.62	651.06	575.47	272.77	437.18	288.15	204.64	494.64
1192.09	1671.31	815.92	1536.69	1163.55	1319.92	1137.04	1181.53	1829.55	1786.78	1308.73	2262.73	1611.53	1823.74	1606.83	1782.71	1241.22	1451.12	720.29	1434.07
445.8	314.34	390.47	483.19	269.31	441.94	243.61	309.74	131.33	377.46	292.69	301.02	306.67	368.95	452.74	427.1	345.7	183.03	450.55	196.68
330.09	380.45	441.24	343.74	355.42	396.61	318.46	309.06	372.32	355.64	308.78	407.41	387.53	380.57	401.84	434.44	316.72	388.11	281.44	431.55
124.1	221.6	93.37	142.7	168.32	232.2	143.23	125.28	175.55	139.3	112.13	187.76	154.5	135.84	111.29	164.96	112.49	111	215.35	147.33
321.58	946.11	274.23	496.35	234.11	779.35	637.77	456.29	396.93	811.3	285.07	491	559.7	589.53	708.27	650.32	342.07	316.83	293.06	325.53
208.24	209.13	94.73	171.43	256.27	139.71	107.9	190.59	359.26	188.49	270.67	292.18	202.69	131.99	149.52	214.78	186.67	214.3	255.53	147.33
822.82	770.01	827.05	1070.55	665.03	671.6	420.84	740.71	1372.21	689.1	1032.24	1105.39	851.79	878.84	1412.76	720.97	851.81	840.52	864.43	1102.69
54.22	59.86	123.89	11.41	68.16	101.62	35.36	65.45	0.54	-30.58	55.3	208.73	2.16	41.33	2.51	52.28	21.92	43.36	28.25	9.81
99.39	139.75	108.29	68.9	122.11	118.32	99.75	65.45	81.09	86.13	56.14	70.43	61.69	50.54	60.62	111.06	65.03	38.16	131.51	54.63
1.34	27.95	4.66	-3.35	42.83	-0.98	-8.19	7.01	-16.16	0.8	15.42	0.59	-34.65	9.87	-14.09	28.61	42.75	-33.73	-5.54	-30.65
303.85	164.64	270.14	194.73	192.41	181.22	162.24	299.52	425.42	157.84	231.69	356.19	327.67	400.72	338.48	255.62	308.76	395.93	247.49	321.15
133.99	106.88	182.98	182.3	172.22	157.11	116.96	128.68	132.86	148.98	112.13	137.11	155.15	192.04	143.7	225.4	138.4	97.12	149.34	151.68
280.46	299.17	219.72	232	211.95	304.83	247.23	173.57	239.7	280.49	287.61	201.29	224.88	265.32	267.66	309.53	236.46	248.18	196.61	237.38
428.04	152.19	383.62	346.84	358.03	300.12	337.36	337	426.19	343.51	254.57	254.82	414.57	401.5	501.99	359.34	376.16	379.41	380.71	372.27
85.97	93.57	123.21	46.37	94.8	73.6	68.92	93.32	81.09	45.87	52.75	135.76	86.31	102	63.94	52.28	83.72	65.03	87.87	50.29
-75.42	-97.64	44.59	-58.51	-266.54	-32.88	-42.68	-23.56	-194.33	-14.49	-132.21	-206.67	-104.3	54.38	-247.15	55.54	-66.35	-212.77	135.08	-184.33
1343.2	726.13	1402.92	1127.95	1760	896.08	901.38	1995.3	1337.25	978.5	2010.18	1463.52	1491.78	878.84	1094.6	1215.35	1984.46	1152.86	899.3	1615.61
436.57	413.54	247.64	407.3	540.68	414.87	447.69	458.34	480.97	382.32	340.95	388.27	541.75	319.42	317.64	486.65	480.85	462.85	426.37	209.03
165.09	390.29	205.43	299.52	251.06	315.61	228.26	201.47	343.13	320.88	186.76	176.94	233.37	182.03	236.03	328.31	149.92	120.54	286.8	209.03
91.62	271.51	52.04	152.02	187.2	289.34	135.08	119.16	154.19	205.43	118.92	227.7	117.46	152	148.69	227.03	141.28	107.53	231.42	155.31
45.05	98	39.17	47.15	98.05	75.6	30.83	62.73	51.44	47.48	62.08	35.48	31.26	52.07	43.18	97.99	67.18	43.36	67.39	33.66
194.79	194.89	179.58	156.68	112.36	195.29	178.53	155.21	221.35	189.29	79.9	174.24	138.9	158.92	164.49	200.08	142	118.8	125.27	188.69
182.77	297.39	85.91	190.85	186.55	314.26	155.91	162.01	286.38	169.13	164.71	243.97	215.74	264.55	164.49	243.37	138.4	202.14	180.55	116.89
114.92	210.02	182.98	191.62	167.01	261.09	155	113.04	175.55	240.12	100.25	91.29	156.45	169.7	146.2	201.71	100.26	104.06	127.95	188.69
414.55	358.11	351.44	648.5	279.09	426.37	333.76	267.51	386.16	366.95	291	482.08	429.76	322.51	870.15	271.14	356.57	294.23	160.04	335.02
101.5	169.98	113.04	154.35	129.27	149.08	80.71	95.36	232.05	132.86	90.92	126.32	109.67	74.34	105.47	133.11	59.28	84.98	36.25	161.84
330.09	167.31	174.14	533.47	157.9	279.92	149.57	257.98	235.11	192.52	165.56	198.58	232.71	354.24	321.81	338.11	263.91	299.45	234.1	238.84
821.4	838.02	1107.4	767	359.33	890.62	697.55	629.55	813.26	896.98	680.8	1148.45	1165.99	931.89	980.06	726.65	691.44	851.72	293.95	1066.97
982.67	873.78	1065.49	797.7	752.68	808.7	719.44	1174.1	1828.76	1048.58	811.38	1570.83	989.46	1186.43	1192.98	906.95	992.06	956.58	1016.24	1653.8
178.53	503.04	151.04	723.96	237.37	606.23	402.02	79.72	449.32	576.54	146.06	1013.65	341.47	378.25	300.14	531.48	353.67	190.85	157.36	161.11
450.07	394.76	529.97	279.34	444.16	348.65	340.95	443.34	323.94	307.96	381.57	585.94	607.01	618.34	375.99	389.55	418.27	441.13	381.61	537.26
116.33	170.87	138.14	120.95	152.04	233.54	151.38	117.8	113.05	155.43	163.86	164.78	158.4	145.84	122.92	133.92	114.65	120.54	107.46	153.86
146.01	135.3	117.78	113.96	174.18	211.39	331.06	205.56	246.58	94.99	104.5	97.34	158.4	74.34	100.49	119.22	238.63	59.83	310.94	90.09
420.94	490.5	406.92	624.6	529.6	503.62	361.63	407.2	469.39	442.17	452.57	379.39	489.97	549.84	701.59	583.61	574.98	795.67	599.3	596.17
-76.83	-48.16	-93.33	-60.07	14.92	-13.61	-101.71	-20.16	-85.96	-115.02	-91.48	-57.69	-122.99	-50.67	-102.86	-45.64	-13.26	-28.54	-13.54	-64.58
121.98	110.43	297.44	83.66	239.32	154.43	142.33	241.64	123.72	137.69	215.58	293.54	213.78	119.68	90.52	120.04	216.97	161.33	169.85	101.68
47.87	169.98	66.26	100.75	60.36	56.26	41.71	83.12	46.12	90.15	55.3	-0.08	100.58	107.38	105.47	106.16	21.92	57.23	120.82	26.43
585.88	323.27	801.33	96.87	599.31	425.02	239.1	661.6	555.25	219.95	132.49	318.71	981.35	734.49	628.09	360.16	450.27	549.72	46.93	793.55
170.04	197.56	89.98	202.49	196.97	144.4	122.4	138.2	324.71	94.99	249.48	137.78	183.79	210.54	107.97	259.7	150.64	173.48	125.27	94.43
199.75	271.51	204.06	165.22	188.5	155.1	61.67	225.3	224.41	146.56	180.82	144.53	264.09	275.36	305.14	160.87	247.29	123.14	154.69	373.73
71.15	87.35	33.08	33.17	67.51	33.61	7.24	23.99	13.45	6.43	40.02	7.3	-3.65	44.4	95.5	82.48	29.1	16.5	49.59	23.54
11.21	40.35	20.9	12.97	54.52	35.61	2.7	39.62	39.28	15.28	16.27	17.36	-4.3	0.67	1.68	55.54	-1.06	9.57	47.81	-12.59
58.45	107.77	116.43	43.26	94.15	133.7	28.11	81.08	81.09	78.88	48.51	65.05	43.56	59.75	31.56	79.22	342.07	50.3	103.89	40.89
620.75	470.81	336.39	1012.95	681.93	1000.49	487.88	616.59	676.49	871.94	1009.11	561.82	817.45	797.68	784.24	1008.21	675.3	782.72	375.34	742.43
210.36	146.86	122.53	228.12	214.56	188.59	193.01	221.89	76.53	138.5	174.89	67.07	267.36	185.88	73.91	151.89	237.9	133.55	86.08	209.76
180.65	95.34	137.46	193.18	146.84	199.99	159.53	166.09	248.88	182.84	150.3	297.62	200.74	188.19	196.92	251.54	167.21	126.61	124.38	173.45
1045.77	1458.3	1469.86	1052.38	1404.77	1236.63	1235.21	1157.88	2643.76	1318.34	1134.27	1496.41	781.8	1214.36	883.49	1567.95	792.14	1760	714.01	933.1
817.85	1272.27	919.65	1537.42	590.2	1030.5	898.81	928.66	1386.52	1360.44	857.25	1829.71	1273.5	1183.33	1131.85	1268.27	1003.14	729.14	822.38	1239.59
88.09	172.64	119.82	158.23	91.55	139.71	135.99	106.92	110.77	170.74	110.43	112.16	142.8	113.53	131.23	167.41	105.29	138.76	117.26	168.37
117.04	134.42	101.51	200.16	212.61	92.28	145.04	188.54	219.06	272.42	103.65	176.94	159.7	206.69	235.2	266.24	220.58	164.8	180.55	254.84
491.29	142.41	123.21	58.8	118.86	555.91	58.95	579.07	615.01	29.77	51.05	246.68	251.66	605.1	2044.42	58.81	1364.53	78.04	134.19	1032.74
219.56	34.15	207.47	82.11	90.9	88.94	92.5	265.47	126.76	58.75	6.94	120.25	43.56	97.39	102.98	56.36	233.57	-2.56	127.06	100.95
215.31	202.9	337.07	422.8	278.44	333.14	200.24	247.76	361.56	261.92	247.79	403.99	290.28	355.01	412.69	341.38	260.3	277.72	210.89	234.47
210.36	275.97	87.27	85.99	95.45	127.68	136.89	107.6	58.28	115.93	81.59	174.24	198.13	96.62	121.26	95.54	68.62	85.84	96.77	190.14
407.45	397.44	341.18	323.57	347.59	460.9	439.64	368.34	331.61	640.51	439.9	486.88	328.98	352.69	434.38	327.49	237.18	344.64	353.87	278.14
460.73	505.73	555.48	395.68	284.96	539.6	325.66	435.15	504.16	468.06	327.41	521.23	499.25	459.68	598.02	405.06	345.7	289.89	243.92	503.45
400.35	408.17	413.1	634.63	472.86	545.72	467.35	504.03	460.12	523.91	448.35	572.16	545.74	503.96	456.08	549.41	401.56	441.13	554.48	588.8
289.68	254.57	240.83	246.75	223.03	267.81	218.32	244.36	176.31	296.65	174.04	243.29	295.52	262.23	320.97	306.26	188.11	214.3	243.03	291.26
393.96	339.35	408.98	385.6	448.73	300.12	428.9	429.7	619.67	587.07	401.86	406.72	599.67	427.09	406.85	391.18	407.38	417.66	423.68	484.36
35.88	106.88	84.56	30.83	114.96	141.05	30.83	56.61	104.68	31.38	43.42	54.29	24.79	50.54	14.13	70.24	139.12	48.56	170.74	31.49
109.98	87.35	79.14	57.25	110.41	131.02	66.2	105.56	93.26	119.16	140.12	80.52	82.42	29.05	53.98	60.44	147.76	106.66	81.63	72
269.13	263.49	295.39	221.9	208.7	265.12	287.83	204.88	288.68	266.77	176.58	460.13	255.59	238.31	257.67	230.3	253.79	188.24	230.53	324.8
826.38	1151.43	713.16	867.39	1047.03	1848.02	1468.94	910.3	1536.68	2090.42	1357.24	1064.4	1025.97	651.06	1155.82	1009.01	980.24	812.06	955.58	929.38
136.11	82.92	172.78	97.64	167.01	157.11	133.27	203.52	316.27	106.27	65.48	216.86	85.02	142.76	291.81	204.98	188.84	121.41	320.77	363.5
1087.54	413.54	999.16	981.03	294.75	1079.57	494.12	825.21	212.95	792.7	144.36	551.5	339.49	457.35	303.48	753.4	792.88	203.87	676.38	253.39
260.63	355.43	402.12	72.01	237.37	262.43	182.15	456.97	523.49	437.32	274.9	246	347.38	454.25	167.81	183.74	297.9	394.19	151.12	148.78
71.86	119.31	83.88	75.12	90.25	118.32	62.58	78.36	44.6	118.35	72.26	59.67	84.37	78.95	56.47	88.2	66.46	63.3	58.49	86.47
103.62	160.19	108.29	37.05	254.32	148.41	91.59	126.64	40.04	61.16	257.11	91.29	111.61	122.76	137.88	81.66	112.49	153.52	120.82	156.03
1370.49	932.72	1059.2	968.86	1140.07	1617.64	1055.11	1763.84	1299.12	1172.24	957.8	1682.61	1253.22	1309.55	1051.49	956.03	1484.53	1077.15	1304.42	2076.8
264.88	337.56	251.73	218.02	164.41	502.94	182.15	289.99	383.09	197.36	220.67	422.46	181.84	217.48	191.93	211.51	325.41	251.65	247.49	252.66
423.78	334.88	467.34	269.26	314.97	352.7	361.63	505.4	398.47	674.52	749.52	371.2	572.35	399.17	568.79	368.32	407.38	415.05	383.4	411.78
138.23	146.86	185.7	114.73	143.58	189.26	81.62	149.08	182.41	180.42	125.7	355.5	133.7	46.7	63.94	212.33	253.79	55.5	184.12	136.45
320.16	279.54	336.39	238.98	254.97	257.06	183.96	264.11	394.62	238.51	232.53	335.73	348.7	366.63	341.81	207.43	292.11	264.68	121.71	477.75
470.68	572.01	410.35	558.98	551.11	497.52	493.23	572.25	538.2	569.25	553.82	643.21	518.5	552.95	636.45	666.57	596.92	591.38	406.67	581.43
-76.13	-100.29	36.47	19.96	-45.38	-48.15	-17.27	-55.48	19.52	-49.08	35.78	-89.81	-63.69	-80.54	-44.79	-52.98	20.48	23.43	44.26	-73.24
188.43	412.64	255.14	351.49	195.02	314.26	421.74	255.94	320.11	475.35	214.73	65.05	264.09	262.23	207.74	329.94	188.11	157.86	183.23	433.02
404.61	439.48	415.15	464.62	341.06	494.12	442.32	463.79	502.61	478.59	455.95	491	559.04	476.76	456.91	371.59	508.54	395.93	411.15	601.33
83.85	218.04	93.37	129.49	158.55	186.58	84.34	87.2	145.05	132.05	129.09	145.88	61.69	132.76	93.84	147.8	79.4	98.85	157.36	118.34
1427.74	1450.5	1596.43	1711.25	848.45	1276.62	870.45	1578.39	1838.21	1267.36	805.54	1442.93	1450.13	1878.07	1796.04	1725.54	1326.9	1213.01	1198.4	1630.31
247.17	152.19	245.6	130.27	187.2	141.05	52.6	309.06	97.07	104.65	139.27	34.81	388.85	173.55	302.64	163.32	278.37	223.85	138.64	477.02
165.8	101.55	149.01	117.84	161.81	220.78	58.95	66.13	141.24	94.18	203.71	185.06	94.74	142.76	177.79	91.46	133.36	93.65	181.44	113.27
399.64	139.75	426.13	44.04	163.11	108.97	119.68	170.17	328.55	214.3	230.84	281.3	493.29	396.07	204.41	75.95	149.2	78.91	275.19	368.62
19.67	66.06	-4.13	9.08	56.47	37.61	2.7	19.92	21.04	4.82	30.69	16.02	6.04	7.57	0.02	56.36	7.56	15.63	19.35	-1.75
134.7	153.08	164.63	193.18	103.25	262.43	148.66	168.13	198.44	215.91	88.38	243.97	73.35	52.84	36.54	89.01	168.65	81.51	267.14	123.41
319.45	207.35	215.63	244.42	176.13	220.11	128.74	239.59	281.02	244.16	149.45	127.66	196.17	194.35	386	271.96	405.92	242.09	212.67	290.53
415.26	160.19	585.15	141.14	491.78	199.99	169.48	732.53	304	404.15	542.02	131.04	572.35	246.79	151.18	210.69	910.08	233.41	293.95	372.27
71.86	43.9	246.96	13.74	18.82	20.3	13.59	41.66	68.16	0.8	27.3	81.19	28.67	-3.93	12.47	40.85	37	27.76	71.84	1.86
62.68	134.42	22.25	44.82	124.72	125	48.06	70.89	94.03	116.74	88.38	106.77	51.97	36.72	34.88	102.08	31.26	82.37	169.85	30.04
722.51	404.59	931.5	421.25	642.27	538.25	322.96	915.74	1572.41	376.66	341.8	588.69	419.19	303.95	204.41	306.26	1610.6	571.42	1735	260.66
341.44	282.22	311.1	213.36	240.63	271.18	203.86	378.57	219.06	282.92	200.32	296.94	378.31	315.55	267.66	261.34	258.13	157.86	341.34	302.92
146.01	537.07	117.78	183.86	288.88	385.79	210.19	88.56	225.94	434.08	230.84	229.73	74.64	115.07	152.85	279.31	333.38	435.04	327.03	64.04
1079.05	643.7	1339.4	1044.05	451.34	552.51	434.27	1433.44	1049.44	1033.29	912.99	736.6	1021.23	1154.6	940.96	810.08	1511.7	532.35	704.16	848.43
1165.99	1358.18	1546.42	1310.69	1323.03	904.95	939.03	1600.22	1450.09	2240.61	1019.03	1356.19	1531.33	1432.01	1067.25	1218.51	1708.32	1080.56	987.71	1182.31
255.67	235.86	171.43	200.16	242.58	223.47	183.06	168.81	302.47	201.39	182.52	229.73	200.74	282.31	244.35	190.27	193.16	220.38	240.35	193.05
128.34	90.9	48.65	72.79	95.45	80.93	46.25	57.29	120.67	58.75	129.94	200.61	47.44	170.47	59.79	88.2	51.37	65.03	56.71	141.53
67.62	90.02	39.17	71.23	79.85	90.94	38.09	49.14	70.44	59.55	75.65	76.48	66.22	60.52	37.37	85.75	45.62	45.1	73.62	63.31
77.5	116.65	76.43	57.25	68.81	141.72	60.76	95.36	76.53	71.63	84.14	52.28	61.69	65.89	78.89	75.95	123.28	60.7	48.7	60.42
21.08	114.87	62.2	36.27	70.11	85.6	21.76	28.07	56	35.4	43.42	35.48	50.03	43.63	53.98	101.26	65.74	37.3	38.92	-1.03
82.44	186.88	20.9	-8.79	66.21	26.29	-36.33	48.46	144.29	32.18	99.41	-15.5	15.09	33.65	-9.94	69.42	65.03	47.7	37.14	58.25
286.84	262.6	224.48	332.1	411.53	188.59	226.45	221.89	193.86	296.65	335.03	379.39	250.36	297.77	442.73	365.87	171.54	203.01	127.95	250.48
101.5	142.41	10.75	80.55	58.42	112.31	43.53	102.16	35.48	17.69	57.84	76.48	48.74	58.98	53.98	108.61	78.68	31.23	70.95	87.92
64.8	67.84	144.25	7.53	49.32	24.96	24.48	31.47	66.64	4.82	45.96	81.19	40.32	35.19	8.32	52.28	-8.24	12.17	67.39	6.19
16.85	42.13	15.49	23.84	55.17	134.36	31.74	57.97	9.65	52.31	72.26	41.53	24.79	22.91	54.81	74.32	51.37	25.16	69.17	40.17
133.29	48.33	94.05	30.06	97.4	36.94	-6.38	182.42	49.16	0.8	76.5	65.05	18.33	2.97	-20.73	85.75	258.85	26.9	72.73	45.23
193.38	311.67	159.2	561.29	183.94	417.57	235.49	225.3	209.13	327.35	276.6	239.22	276.53	283.86	353.48	357.71	374.71	246.44	102.11	59.7
57.75	120.2	140.18	301.85	29.85	1014.82	22.66	246.4	58.28	533.63	-11.73	-40.96	-33.36	98.16	-62.22	427.1	547.22	1.77	273.4	-8.98
76.8	77.59	50.68	99.2	92.2	79.6	62.58	93.32	134.38	110.29	123.16	65.05	120.7	108.92	128.74	156.79	70.78	85.84	121.71	102.4
151.66	144.19	190.46	172.99	191.76	98.95	143.23	120.52	145.81	164.29	155.38	367.78	201.39	234.45	234.36	239.28	196.05	155.25	122.6	216.3
197.62	234.07	279.69	132.6	184.59	202.67	96.12	294.07	209.13	130.44	163.02	213.47	218.35	207.46	107.14	131.47	167.21	124.01	289.48	127.76
35.88	54.54	43.24	13.74	86.35	55.6	15.4	36.22	47.64	40.23	34.93	46.9	16.39	19.84	19.11	48.2	39.16	28.63	61.16	5.47
